village_code,village_name,subdistrict,latitude,longitude,pct_forest,pct_barren_uncultivable,pct_pastures,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,aspect_deg_EXTERNAL_TOFILL,geology_lithology_EXTERNAL_TOFILL,soil_type_EXTERNAL_TOFILL,lineament_density_EXTERNAL_TOFILL,geomorphology_class_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,historical_landslide_present_EXTERNAL_TOFILL,landslide_susceptibility_score_TARGET,slope_radians,landslide_exposure,slope_risk_class,total_population,total_households,sc_st_population_share_pct,population_density_per_ha,geo_area_ha,pct_net_sown,irrigation_coverage_pct,road_connectivity_score,drainage_quality_score,nearest_town_dist_km,slope_x_lineament,slope_x_rain,elevation_x_slope,drainage_x_slope,bare_slope_risk,forest_protection,rain_per_slope
520011,Khervadi,Vaghodia,22.262781,73.483262,0.0,0.75,1.89,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1112.8,0.0,0,0.629,0.2356194490192344,629.0,Gentle,1207.0,253.0,70.17,2.273,531.0,90.19,62.76,3,1,10.0,15.93,15022.8,1350.0,0.0,10.125,0.0,81.82352941176471
520018,Vyara,Vaghodia,22.252538,73.422919,0.0,10.33,6.04,90.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.604,0.2199114857512855,604.0,Gentle,4994.0,1097.0,63.42,2.198,2272.0,82.07,92.64,2,1,7.0,13.986,13613.04,1134.0,0.0126,130.158,0.0,85.0708661417323
520014,Ghoda,Vaghodia,22.264944,73.528892,0.0,0.0,3.67,107.5,14.85,171.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.29,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.661,0.2591813939211579,661.0,Gentle,554.0,116.0,3.97,2.541,218.0,83.94,100.0,2,1,17.0,19.1565,16525.079999999998,1596.375,0.01485,0.0,0.0,74.43478260869566
520015,Nurpuri,Vaghodia,22.255319,73.516521,0.0,0.0,0.0,102.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.619,0.22776546738526,619.0,Gentle,356.0,86.0,4.21,1.29,276.0,98.91,64.1,3,1,20.0,14.876999999999999,14522.04,1337.625,0.01305,0.0,0.0,84.62357414448668
520016,Tarsva,Vaghodia,22.247893,73.482445,0.0,1.54,6.52,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1105.6,0.0,0,0.618,0.22776546738526,618.0,Gentle,1537.0,276.0,57.64,1.392,1104.0,88.13,55.5,3,1,13.0,14.876999999999999,14428.08,1272.375,0.0,20.097,0.0,84.07604562737642
520017,Jambuwada,Vaghodia,22.235421,73.446638,0.0,2.78,5.01,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.617,0.22776546738526,617.0,Gentle,1233.0,281.0,77.45,1.715,719.0,83.45,71.67,2,1,11.0,14.876999999999999,14334.120000000003,1272.375,0.01305,36.278999999999996,0.0,83.52851711026616
520020,Antoli,Vaghodia,22.221961,73.417043,0.0,5.88,10.55,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.584,0.2042035224833365,584.0,Gentle,1292.0,303.0,56.73,2.239,577.0,76.82,51.8,2,1,15.0,12.168,12682.8,1053.0,0.0117,68.79599999999999,0.0,91.86440677966102
520021,Karamliya Pura,Vaghodia,22.217807,73.437697,0.0,5.61,14.19,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1082.2,0.001,0,0.584,0.2042035224833365,584.0,Gentle,1336.0,275.0,69.39,2.201,607.0,77.39,85.29,2,1,12.0,12.168,12661.74,1053.0,0.0117,65.637,0.0,91.71186440677967
519991,Koba,Vaghodia,22.284556,73.521797,56.82,0.0,0.65,97.5,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.54,0.2356194490192344,540.0,Gentle,0.0,0.0,,0.0,307.0,38.64,100.0,0,0,15.0,15.93,14585.400000000001,1316.25,0.0135,0.0,4.177941176470588,79.44117647058825
519940,Adiran,Vaghodia,22.436866,73.411595,0.0,2.33,4.93,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1082.2,0.0,0,0.594,0.212057504117311,594.0,Gentle,2423.0,518.0,12.34,3.139,772.0,86.51,60.12,1,1,18.0,13.0005,13148.730000000001,1123.875,0.0,28.309500000000003,0.0,88.34285714285714
519955,Navgam,Vaghodia,22.407331,73.435575,0.0,19.61,4.17,97.5,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1071.4,0.0,0,0.603,0.2199114857512855,603.0,Gentle,1353.0,312.0,22.91,3.324,407.0,72.06,100.0,3,1,20.0,13.986,13499.640000000001,1228.5,0.0,247.08599999999998,0.0,84.36220472440947
519941,Karmasiya Kheda,Vaghodia,22.410759,73.412333,0.0,0.31,4.36,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.593,0.212057504117311,593.0,Gentle,3574.0,728.0,22.19,1.212,2948.0,30.34,34.25,2,1,20.0,13.0005,13061.25,1123.875,0.012150000000000001,3.7665,0.0,87.75510204081633
519956,Gutal,Vaghodia,22.373695,73.447886,0.0,2.28,12.83,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1096.6,0.0,0,0.596,0.212057504117311,596.0,Gentle,3767.0,770.0,21.79,2.207,1707.0,80.96,84.15,3,1,9.0,13.0005,13323.689999999999,1123.875,0.0,27.701999999999998,0.0,89.51836734693877
519964,Juna Rampura,Vaghodia,22.3582,73.410424,0.0,3.56,2.91,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.647,0.2513274122871834,647.0,Gentle,1280.0,269.0,56.25,4.142,309.0,93.53,29.07,2,1,8.0,18.0,15739.2,1512.0,0.0,51.264,0.0,75.37931034482759
519967,Dundelav,Vaghodia,22.347733,73.465353,0.0,4.93,1.35,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1069.6,0.001,0,0.613,0.22776546738526,613.0,Gentle,599.0,117.0,40.73,2.674,224.0,81.17,16.57,2,1,9.0,14.876999999999999,13958.279999999999,1272.375,0.01305,64.3365,0.0,81.33840304182509
519973,Goraj,Vaghodia,22.332591,73.47929,0.0,7.07,5.25,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1100.2,0.001,0,0.617,0.22776546738526,617.0,Gentle,5093.0,1073.0,42.67,3.564,1429.0,76.28,77.06,2,1,10.0,14.876999999999999,14357.61,1272.375,0.01305,92.26350000000001,0.0,83.66539923954373
519965,Nava Rampura,Vaghodia,22.344775,73.408848,0.0,4.09,4.83,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.616,0.22776546738526,616.0,Gentle,608.0,123.0,13.82,2.252,270.0,91.08,55.1,2,1,4.0,14.876999999999999,14263.650000000001,1272.375,0.0,53.3745,0.0,83.11787072243345
519966,Vesaniya,Vaghodia,22.342325,73.438877,0.0,1.42,10.66,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1080.4,0.0,0,0.625,0.2356194490192344,625.0,Gentle,1007.0,224.0,4.77,2.358,427.0,81.52,14.53,3,1,7.0,15.93,14585.400000000001,1350.0,0.0,19.169999999999998,0.0,79.44117647058825
519968,Valva,Vaghodia,22.342418,73.503181,0.0,12.34,2.13,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.596,0.212057504117311,596.0,Gentle,700.0,151.0,20.57,2.767,253.0,81.28,41.88,2,1,12.0,13.0005,13301.82,1123.875,0.012150000000000001,149.931,0.0,89.37142857142857
519969,Hamirpuri,Vaghodia,22.339955,73.525062,0.0,15.07,9.59,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1082.2,0.0,0,0.605,0.2199114857512855,605.0,Gentle,127.0,32.0,64.57,1.74,73.0,73.97,55.56,2,1,12.0,13.986,13635.72,1197.0,0.0,189.882,0.0,85.21259842519686
519970,Dharola,Vaghodia,22.334722,73.546397,79.97,1.05,0.0,97.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1071.4,0.05,0,0.463,0.2042035224833365,463.0,Gentle,283.0,60.0,27.56,0.493,574.0,17.77,49.02,2,1,15.0,12.168,12535.380000000001,1140.75,0.585,12.285,6.777118644067797,90.79661016949154
519972,Gambhirpura,Vaghodia,22.333731,73.521104,0.0,6.25,12.5,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1084.0,0.0,0,0.594,0.212057504117311,594.0,Gentle,711.0,137.0,35.3,8.887,80.0,76.25,54.1,2,1,13.0,13.0005,13170.6,1123.875,0.0,75.9375,0.0,88.48979591836735
519768,Wankaner,Savli,22.552458,73.177017,0.0,3.53,5.97,92.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1066.0,0.001,0,0.582,0.2042035224833365,582.0,Gentle,8770.0,1598.0,7.17,5.344,1641.0,67.7,72.97,2,2,5.0,12.168,12472.199999999999,1082.25,0.0117,41.300999999999995,0.0,90.33898305084746
519787,Bhadarva,Savli,22.510437,73.129922,0.0,8.16,20.92,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1082.2,0.001,0,0.646,0.2513274122871834,646.0,Gentle,5951.0,1253.0,7.14,11.02,540.0,57.09,37.27,2,2,12.0,18.0,15583.68,1512.0,0.014400000000000001,117.504,0.0,74.63448275862069
519794,Ranipura B,Savli,22.50843,73.174065,0.0,0.0,0.0,100.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.604,0.2199114857512855,604.0,Gentle,482.0,96.0,0.0,0.699,690.0,7.04,72.22,2,0,10.0,13.986,13567.679999999998,1260.0,0.0126,0.0,0.0,84.78740157480316
519790,Khandi,Savli,22.499195,73.100319,0.0,19.83,11.57,97.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.594,0.212057504117311,594.0,Gentle,1467.0,300.0,0.95,13.216,111.0,50.41,32.79,2,0,19.0,13.0005,13126.86,1184.625,0.012150000000000001,240.93449999999999,0.0,88.19591836734695
519789,Jalampura,Savli,22.502329,73.105973,0.0,16.85,11.24,97.5,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1071.4,0.001,0,0.624,0.2356194490192344,624.0,Gentle,837.0,163.0,0.0,4.756,176.0,62.92,33.93,2,2,17.0,15.93,14463.900000000001,1316.25,0.0135,227.47500000000002,0.0,78.77941176470588
519792,Raniya,Savli,22.495709,73.133102,0.0,0.62,4.46,107.5,14.85,171.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.29,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.656,0.2591813939211579,656.0,Gentle,3279.0,705.0,10.95,4.822,680.0,86.0,53.67,2,2,13.0,19.1565,15990.48,1596.375,0.01485,9.206999999999999,0.0,72.02675585284281
519793,Mahapura,Savli,22.495327,73.160927,0.0,0.85,4.27,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1078.6,0.0,0,0.645,0.2513274122871834,645.0,Gentle,694.0,139.0,2.74,5.832,119.0,86.32,79.21,2,1,14.0,18.0,15531.839999999998,1512.0,0.0,12.24,0.0,74.38620689655171
519810,Anjesar,Savli,22.480895,73.17266,0.0,3.19,5.07,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1071.4,0.001,0,0.583,0.2042035224833365,583.0,Gentle,2334.0,438.0,14.4,4.387,532.0,81.99,17.16,2,1,12.0,12.168,12535.380000000001,1053.0,0.0117,37.323,0.0,90.79661016949154
519791,Poicha Raniya,Savli,22.475894,73.114821,0.0,3.9,5.07,95.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1084.0,0.0,0,0.594,0.212057504117311,594.0,Gentle,2945.0,590.0,20.92,3.83,769.0,84.79,47.55,2,1,16.0,13.0005,13170.6,1154.25,0.0,47.385,0.0,88.48979591836735
519811,Moksi,Savli,22.468066,73.147281,0.0,0.0,2.75,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1073.2,0.001,0,0.613,0.22776546738526,613.0,Gentle,5706.0,1248.0,8.53,4.775,1195.0,87.97,60.02,2,2,22.0,14.876999999999999,14005.260000000002,1272.375,0.01305,0.0,0.0,81.61216730038024
519786,Bahidhara Alias Natvarnagar,Savli,22.512292,73.159483,0.0,24.7,0.0,100.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.645,0.2513274122871834,645.0,Gentle,3711.0,712.0,4.28,3.383,1097.0,68.46,46.13,2,0,10.0,18.0,15480.0,1440.0,0.014400000000000001,355.68,0.0,74.13793103448276
519788,Parthampura Khandi,Savli,22.511161,73.118198,0.0,20.31,14.77,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1073.2,0.001,0,0.593,0.212057504117311,593.0,Gentle,898.0,195.0,17.15,2.906,309.0,54.46,40.11,2,2,15.0,13.0005,13039.380000000001,1123.875,0.012150000000000001,246.76649999999998,0.0,87.60816326530613
519824,Dodka,Vadodara Rural,22.455062,73.112726,0.0,6.09,22.46,90.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.595,0.212057504117311,595.0,Gentle,3724.0,716.0,5.91,4.836,770.0,60.35,26.91,2,2,9.0,13.0005,13279.95,1093.5,0.0,73.9935,0.0,89.22448979591837
519827,Vasna Kotariya,Vadodara Rural,22.447266,73.154772,0.0,3.61,7.03,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1062.4,0.001,0,0.612,0.22776546738526,612.0,Gentle,3974.0,796.0,5.23,7.964,499.0,74.1,43.36,2,2,10.0,14.876999999999999,13864.320000000002,1272.375,0.01305,47.1105,0.0,80.79087452471484
519747,Ankaliya,Savli,22.616419,73.377167,0.0,4.74,0.9,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.613,0.22776546738526,613.0,Gentle,1067.0,240.0,21.37,2.409,443.0,88.71,76.34,2,1,12.0,14.876999999999999,14028.75,1272.375,0.01305,61.857000000000006,0.0,81.74904942965779
519756,Lachhanpura,Savli,22.614795,73.22513,0.0,40.89,0.0,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.573,0.196349540849362,573.0,Gentle,1201.0,252.0,14.32,4.882,246.0,56.28,71.94,2,0,9.0,11.25,12134.249999999998,984.375,0.01125,460.0125,0.0,95.03083700440529
519750,Mevli,Savli,22.614616,73.329978,0.0,14.99,5.8,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1075.0,0.002,0,0.604,0.2199114857512855,604.0,Gentle,3775.0,755.0,7.42,4.135,913.0,72.87,69.97,2,0,13.0,13.986,13545.0,1197.0,0.0252,188.874,0.0,84.64566929133859
519748,Dhantej,Savli,22.597216,73.356397,0.0,5.03,5.09,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1109.2,0.001,0,0.608,0.2199114857512855,608.0,Gentle,5470.0,1173.0,11.81,3.438,1591.0,84.4,55.81,2,1,16.0,13.986,13975.92,1197.0,0.0126,63.378,0.0,87.33858267716536
519795,Namisara,Savli,22.515105,73.189227,0.0,2.46,1.95,85.0,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.573,0.196349540849362,573.0,Gentle,2102.0,476.0,14.03,2.158,974.0,87.47,76.53,2,0,9.0,11.25,12114.0,956.25,0.01125,27.675,0.0,94.87224669603525
519734,Latva,Desar,22.667525,73.366624,0.0,0.0,0.0,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.573,0.196349540849362,573.0,Gentle,1635.0,348.0,3.55,5.125,319.0,76.25,39.34,2,0,12.0,11.25,12134.249999999998,984.375,0.01125,0.0,0.0,95.03083700440529
519724,Bhila,Desar,22.666808,73.359725,0.0,43.9,0.0,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1069.6,0.001,0,0.582,0.2042035224833365,582.0,Gentle,325.0,80.0,0.0,2.642,123.0,52.03,46.88,2,0,13.0,12.168,12514.319999999998,1053.0,0.0117,513.63,0.0,90.64406779661017
519730,Vansiya,Desar,22.664588,73.398534,0.0,2.32,0.0,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.573,0.196349540849362,573.0,Gentle,1144.0,256.0,4.11,4.417,259.0,77.99,44.06,2,1,19.0,11.25,12134.249999999998,984.375,0.01125,26.099999999999998,0.0,95.03083700440529
519722,Vaghanu Muvadu,Desar,22.657829,73.337583,0.0,64.97,0.0,90.0,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1087.6,0.002,0,0.574,0.196349540849362,574.0,Gentle,361.0,84.0,1.66,1.823,198.0,33.5,75.76,3,0,14.0,11.25,12235.499999999998,1012.5,0.0225,730.9125,0.0,95.8237885462555
519721,Gorsan,Desar,22.66062,73.317646,0.0,23.53,0.0,85.0,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1076.8,0.002,0,0.573,0.196349540849362,573.0,Gentle,717.0,136.0,0.0,3.515,204.0,72.06,100.0,3,0,18.0,11.25,12114.0,956.25,0.0225,264.71250000000003,0.0,94.87224669603525
519720,Shihora,Desar,22.657088,73.2868,0.0,44.57,0.4,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1062.4,0.003,0,0.581,0.2042035224833365,581.0,Gentle,6021.0,1208.0,7.64,4.848,1242.0,44.01,91.41,3,0,15.0,12.168,12430.08,1053.0,0.0351,521.4689999999999,0.0,90.03389830508476
519733,Limdi,Desar,22.654626,73.385685,0.0,7.82,0.0,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.584,0.2042035224833365,584.0,Gentle,960.0,188.0,14.69,2.682,358.0,87.99,67.94,2,0,8.0,12.168,12682.8,1053.0,0.0117,91.494,0.0,91.86440677966102
519731,Ghanta,Desar,22.65819,73.403154,0.0,28.24,0.0,87.5,10.8,124.8,Quaternary Alluvium,Alluvial Loamy Soil,0.96,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.562,0.1884955592153876,562.0,Gentle,163.0,32.0,0.0,0.639,255.0,69.02,43.18,2,0,11.0,10.368,11648.88,945.0000000000001,0.0108,304.992,0.0,98.95412844036696
519738,Nhara,Savli,22.646613,73.312436,0.0,39.89,0.0,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1066.0,0.002,0,0.582,0.2042035224833365,582.0,Gentle,2460.0,477.0,0.24,6.631,371.0,57.41,52.11,3,0,14.0,12.168,12472.199999999999,1053.0,0.0234,466.71299999999997,0.0,90.33898305084746
519732,Andrakhiya,Desar,22.650172,73.392421,0.0,9.63,0.0,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1075.0,0.002,0,0.583,0.2042035224833365,583.0,Gentle,574.0,99.0,23.52,3.053,188.0,87.17,61.35,2,0,7.0,12.168,12577.5,1053.0,0.0234,112.671,0.0,91.10169491525424
519737,Gutardi,Savli,22.642703,73.334373,0.0,23.7,0.0,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1058.8,0.001,0,0.57,0.196349540849362,570.0,Gentle,1726.0,345.0,10.43,3.332,518.0,67.82,45.74,2,0,22.0,11.25,11911.5,984.375,0.01125,266.625,0.0,93.2863436123348
519736,Sandhasal,Desar,22.644957,73.351477,0.0,0.0,9.03,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.593,0.212057504117311,593.0,Gentle,4248.0,900.0,12.29,5.323,798.0,79.05,74.6,2,1,20.0,13.0005,13104.99,1123.875,0.012150000000000001,0.0,0.0,88.04897959183673
519735,Vav,Desar,22.641302,73.3653,0.0,0.0,0.0,95.0,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.616,0.22776546738526,616.0,Gentle,1145.0,249.0,0.0,4.811,238.0,93.78,40.76,2,0,8.0,14.876999999999999,14263.650000000001,1239.75,0.01305,0.0,0.0,83.11787072243345
519740,Ajabpura,Savli,22.641095,73.26504,0.0,48.09,0.0,90.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1071.4,0.003,0,0.592,0.212057504117311,592.0,Gentle,2222.0,459.0,0.0,2.92,761.0,49.41,74.47,3,0,12.0,13.0005,13017.510000000002,1093.5,0.03645,584.2935000000001,0.0,87.46122448979592
519741,Amarapura,Savli,22.630837,73.247017,0.0,30.47,0.0,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1084.0,0.002,0,0.574,0.196349540849362,574.0,Gentle,2071.0,454.0,3.43,3.711,558.0,46.77,45.98,3,0,10.0,11.25,12195.0,984.375,0.0225,342.78749999999997,0.0,95.50660792951543
519745,Zumkha,Savli,22.628964,73.320551,0.0,16.86,0.0,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1071.4,0.002,0,0.603,0.2199114857512855,603.0,Gentle,1164.0,220.0,24.57,4.583,254.0,80.0,60.29,2,0,16.0,13.986,13499.640000000001,1197.0,0.0252,212.43599999999998,0.0,84.36220472440947
519746,Dipapura,Savli,22.627892,73.344346,0.0,12.62,0.0,92.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1057.0,0.001,0,0.58,0.2042035224833365,580.0,Gentle,1022.0,216.0,22.02,3.395,301.0,79.73,62.5,2,0,14.0,12.168,12366.9,1082.25,0.0117,147.65399999999997,0.0,89.57627118644069
519751,Vitoj,Savli,22.612199,73.311078,0.0,7.06,19.06,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.597,0.212057504117311,597.0,Gentle,1667.0,320.0,3.0,3.922,425.0,71.76,49.18,2,1,11.0,13.0005,13411.17,1123.875,0.012150000000000001,85.779,0.0,90.10612244897959
519742,Kalupura,Savli,22.620001,73.252806,42.2,19.27,0.0,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1073.2,0.002,0,0.52,0.2042035224833365,520.0,Gentle,91.0,22.0,38.46,0.835,109.0,37.61,48.78,3,0,13.0,12.168,12556.44,1053.0,0.0234,225.45899999999997,3.5762711864406787,90.9491525423729
519749,Narpura,Savli,22.612873,73.347288,0.0,0.0,0.0,102.5,13.95,161.2,Deccan Trap Basalt,Alluvial Loamy Soil,1.22,Alluvial Plain / Valley Fill,1091.2,0.002,0,0.637,0.2434734306532089,637.0,Gentle,624.0,134.0,19.87,9.455,66.0,80.3,75.47,2,0,16.0,17.019,15222.24,1429.875,0.027899999999999998,0.0,0.0,77.66548042704628
519752,Samantpura,Savli,22.610941,73.290607,0.0,27.91,0.0,92.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1066.0,0.001,0,0.612,0.22776546738526,612.0,Gentle,30.0,9.0,0.0,0.233,129.0,67.44,68.97,2,0,10.0,14.876999999999999,13911.300000000001,1207.125,0.01305,364.2255,0.0,81.06463878326996
519757,Rupankui,Savli,22.603019,73.212801,0.0,34.99,0.0,90.0,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.573,0.196349540849362,573.0,Gentle,1963.0,428.0,0.66,3.367,583.0,59.52,72.05,2,0,7.0,11.25,12134.249999999998,1012.5,0.01125,393.63750000000005,0.0,95.03083700440529
519755,Rasawadi,Savli,22.606542,73.250407,0.0,0.61,4.91,92.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1066.0,0.001,0,0.582,0.2042035224833365,582.0,Gentle,1152.0,243.0,3.73,7.067,163.0,82.82,74.07,3,0,7.0,12.168,12472.199999999999,1082.25,0.0117,7.137,0.0,90.33898305084746
519753,Gangadiyapura,Savli,22.602837,73.281439,0.0,0.0,0.0,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1064.2,0.001,0,0.582,0.2042035224833365,582.0,Gentle,416.0,100.0,7.21,4.522,92.0,89.01,75.31,2,0,9.0,12.168,12451.14,1053.0,0.0117,0.0,0.0,90.18644067796612
519760,Dungrapura,Savli,22.599649,73.324299,0.0,8.14,0.0,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.593,0.212057504117311,593.0,Gentle,358.0,95.0,0.0,0.307,1168.0,68.72,87.28,2,1,7.0,13.0005,13061.25,1123.875,0.012150000000000001,98.90100000000001,0.0,87.75510204081633
519758,Kanoda,Savli,22.596876,73.199142,0.0,32.64,0.0,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1062.4,0.001,0,0.571,0.196349540849362,571.0,Gentle,4854.0,1074.0,2.35,8.398,578.0,60.45,85.71,2,0,5.0,11.25,11952.000000000002,984.375,0.01125,367.2,0.0,93.6035242290749
