village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,male_population,female_population,sc_st_population_share_pct,population_density_per_ha,surface_water_exposure,river_canal_present,tank_pond_lake_present,drainage_quality_score,road_connectivity_score,healthcare_access_score,nearest_town_dist_km,district_hq_dist_km,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,distance_to_river_km_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,rainfall_24hr_max_mm_EXTERNAL_TOFILL,historical_flood_inundation_pct_EXTERNAL_TOFILL,historical_flood_event_count_EXTERNAL_TOFILL,runoff_coefficient_EXTERNAL_TOFILL,building_footprint_density_EXTERNAL_TOFILL,flood_hazard_score_TARGET,flood_damage_estimate_TARGET,river_proximity_score,elevation_inverse,rainfall_density,flood_exposure,infrastructure_exposure,flood_vulnerability
521082,Chansad,Padra,22.205561,73.144045,2775.0,634.0,1438.0,1337.0,39.93,1.603,1,1.0,1.0,1,2,1,7.0,24.0,90.0,11.7,1.688,0.001,1076.8,245.6,38.5,3,0.5,0.13,0.434,153.1,0.5592841163310962,0.01098901098901099,400.59523809523813,1204.35,0.6957019999999999,0.17329619999999998
521064,Ranu,Padra,22.211772,73.031885,6092.0,1188.0,3208.0,2884.0,8.54,7.1,0,0.0,0.0,1,2,1,7.0,24.0,100.0,14.4,1.002,0.0,1085.8,247.2,43.8,3,0.66,0.57,0.502,540.2,0.9074410163339383,0.009900990099009901,542.3576423576424,3058.184,3.5642,0.042870799999999994
521065,Bhoj,Padra,22.193754,73.008189,7072.0,1403.0,3658.0,3414.0,4.19,6.134,1,1.0,0.0,1,2,1,14.0,34.0,90.0,11.7,1.839,0.001,1103.8,247.2,38.0,3,0.63,0.49,0.444,526.3,0.5157297576070139,0.01098901098901099,388.79887284255017,3139.968,2.7234960000000004,0.018603600000000005
521079,Sejakuva,Padra,22.198411,73.068203,2343.0,512.0,1212.0,1131.0,24.93,6.332,1,0.0,1.0,1,2,1,5.0,22.0,85.0,12.15,1.441,0.001,1093.0,244.8,43.1,3,0.64,0.51,0.494,196.6,0.6489292667099286,0.011627906976744186,447.76730848013113,1157.442,3.128008,0.12315419999999999
521078,Pipli,Padra,22.2017,73.053223,2046.0,406.0,1051.0,995.0,11.49,5.115,1,0.0,1.0,1,1,0,7.0,22.0,95.0,12.15,1.373,0.001,1091.2,246.4,40.8,3,0.6,0.41,0.467,151.6,0.678886625933469,0.010416666666666666,459.83986514959963,955.4820000000001,2.3887050000000003,0.053658300000000006
521081,Sareja,Padra,22.203683,73.113123,10.0,2.0,6.0,4.0,100.0,0.053,0,0.0,0.0,1,0,0,4.0,22.0,92.5,12.15,0.151,0.001,1084.0,244.8,48.4,3,0.45,0.05,0.529,0.6,3.9840637450199203,0.0106951871657754,941.789748045178,5.29,0.028037,0.529
521080,Goriyad,Padra,22.196894,73.091538,1943.0,429.0,1003.0,940.0,16.16,3.164,1,0.0,1.0,1,3,1,4.0,20.0,87.5,11.25,0.641,0.001,1085.8,244.8,47.0,3,0.54,0.25,0.524,143.2,1.349527665317139,0.011299435028248588,661.6697135892748,1018.1320000000001,1.657936,0.0846784
521067,Vishrampura,Padra,22.193413,72.967121,2997.0,606.0,1538.0,1459.0,2.64,12.753,1,0.0,1.0,1,2,1,15.0,35.0,90.0,11.7,1.694,0.0,1094.8,243.2,39.2,3,0.83,0.75,0.482,284.4,0.5574136008918618,0.01098901098901099,406.38455827765404,1444.5539999999999,6.146946,0.0127248
521083,Madapur,Padra,22.186936,73.111059,865.0,182.0,447.0,418.0,24.86,2.912,1,0.0,1.0,1,2,0,5.0,20.0,92.5,12.15,0.793,0.001,1076.8,246.4,44.0,3,0.54,0.23,0.499,59.7,1.1198208286674132,0.0106951871657754,600.5577244841048,431.635,1.453088,0.12405139999999999
521076,Karnakuva,Padra,22.187439,72.979074,1289.0,283.0,667.0,622.0,8.69,8.425,0,0.0,0.0,1,3,0,14.0,34.0,95.0,13.05,0.685,0.0,1096.6,245.6,46.2,3,0.7,0.67,0.53,128.4,1.2738853503184713,0.010416666666666666,650.8011869436201,683.1700000000001,4.46525,0.046057
521077,Vadadla,Padra,22.188515,73.028952,927.0,180.0,478.0,449.0,12.94,3.511,1,1.0,1.0,1,2,0,9.0,25.0,90.0,11.7,0.667,0.0,1093.0,246.4,46.4,3,0.56,0.28,0.515,68.7,1.303780964797914,0.01098901098901099,655.6688662267546,477.40500000000003,1.808165,0.06664099999999999
521085,Sadhi,Padra,22.161574,73.052519,3794.0,819.0,2007.0,1787.0,18.5,2.71,1,0.0,1.0,1,2,1,7.0,22.0,92.5,12.15,1.016,0.001,1084.0,246.4,42.9,3,0.53,0.22,0.481,250.5,0.8960573476702508,0.0106951871657754,537.6984126984127,1824.914,1.30351,0.088985
521084,Amla,Padra,22.163586,73.07259,2129.0,449.0,1063.0,1066.0,11.65,2.083,1,0.0,1.0,1,2,1,7.0,23.0,85.0,10.8,1.323,0.001,1082.2,244.8,43.4,3,0.51,0.17,0.483,135.4,0.7027406886858749,0.011627906976744186,465.8631080499355,1028.307,1.006089,0.0562695
521098,Saras Vani,Padra,22.172324,73.097141,2305.0,511.0,1195.0,1110.0,28.37,2.115,1,0.0,1.0,1,3,1,7.0,22.0,90.0,11.7,0.645,0.001,1073.2,246.4,45.5,3,0.51,0.17,0.509,154.4,1.342281879194631,0.01098901098901099,652.4012158054711,1173.2450000000001,1.076535,0.1444033
521074,Lola,Padra,22.177699,72.962268,1535.0,270.0,805.0,730.0,1.69,12.792,1,0.0,1.0,1,2,0,17.0,35.0,92.5,13.05,0.853,0.001,1105.6,245.6,44.8,3,0.83,0.75,0.538,162.6,1.0493179433368311,0.0106951871657754,596.6540744738262,825.83,6.882096000000001,0.0090922
521099,Shihor,Padra,22.173503,73.125801,915.0,184.0,477.0,438.0,28.63,1.993,1,1.0,1.0,1,2,0,6.0,18.0,92.5,12.15,0.053,0.001,1100.2,245.6,49.2,3,0.51,0.16,0.546,65.2,6.5359477124183005,0.0106951871657754,1044.8243114909783,499.59000000000003,1.088178,0.1563198
521075,Muval,Padra,22.170072,72.975278,4164.0,903.0,2177.0,1987.0,10.16,5.332,1,0.0,1.0,1,2,0,16.0,32.0,95.0,12.6,0.673,0.001,1078.6,245.6,45.5,3,0.61,0.43,0.517,346.3,1.2936610608020698,0.010416666666666666,644.7101016138672,2152.788,2.756644,0.052527199999999996
521086,Anti,Padra,22.165322,73.0332,5055.0,837.0,2602.0,2453.0,5.48,5.857,1,0.0,1.0,1,2,0,9.0,30.0,90.0,12.15,0.112,0.001,1094.8,246.4,51.3,3,0.63,0.47,0.564,471.5,4.716981132075471,0.01098901098901099,984.5323741007193,2851.0199999999995,3.3033479999999997,0.0309072
521087,Rajupura,Padra,22.168519,73.012009,1185.0,277.0,612.0,573.0,8.86,4.593,1,0.0,1.0,1,0,0,20.0,35.0,87.5,12.15,1.985,0.001,1091.2,245.6,38.7,3,0.59,0.37,0.438,80.0,0.47961630695443647,0.011299435028248588,365.5611390284757,519.03,2.011734,0.0388068
521088,Jalalpur,Padra,22.161426,72.996259,2069.0,434.0,1064.0,1005.0,9.57,4.857,1,1.0,1.0,1,2,1,15.0,33.0,92.5,11.7,2.464,0.0,1085.8,245.6,32.8,2,0.6,0.39,0.39,126.2,0.39001560062402496,0.0106951871657754,313.4526558891455,806.9100000000001,1.89423,0.037323
521100,Thikariya Mubarak,Padra,22.156815,73.117238,425.0,90.0,227.0,198.0,35.29,2.56,1,1.0,1.0,1,2,0,6.0,18.0,92.5,12.15,0.157,0.002,1091.2,245.6,48.7,3,0.53,0.2,0.541,31.0,3.8910505836575875,0.0106951871657754,943.1287813310286,229.925,1.3849600000000002,0.1909189
521096,Ambada,Padra,22.148851,73.018604,1021.0,244.0,561.0,460.0,11.85,1.34,1,0.0,1.0,1,2,1,14.0,20.0,92.5,11.7,2.156,0.001,1075.0,244.8,35.8,3,0.49,0.11,0.395,50.4,0.4432624113475177,0.0106951871657754,340.6210392902408,403.295,0.5293000000000001,0.0468075
521101,Virpur,Padra,22.145269,73.103502,310.0,71.0,168.0,142.0,34.19,1.065,1,1.0,1.0,1,3,0,10.0,30.0,97.5,13.05,0.008,0.001,1102.0,244.0,49.6,3,0.48,0.09,0.544,20.7,9.259259259259258,0.01015228426395939,1093.2539682539682,168.64000000000001,0.57936,0.1859936
521095,Kalyankui,Padra,22.14601,73.000385,627.0,141.0,326.0,301.0,11.0,2.93,1,1.0,1.0,1,2,0,15.0,15.0,90.0,11.7,2.51,0.0,1094.8,244.8,33.2,2,0.54,0.23,0.382,33.1,0.3831417624521073,0.01098901098901099,311.9088319088319,239.514,1.1192600000000001,0.04202
521093,Mobha,Padra,22.132009,72.969914,4796.0,973.0,2481.0,2315.0,3.98,3.609,1,0.0,1.0,1,2,1,22.0,38.0,92.5,12.15,1.41,0.001,1084.0,245.6,40.4,3,0.56,0.29,0.458,318.8,0.6622516556291391,0.0106951871657754,449.79253112033194,2196.568,1.652922,0.018228400000000002
521104,Bhadari,Padra,22.131602,73.046963,1111.0,217.0,554.0,557.0,19.71,2.971,1,0.0,1.0,1,1,0,14.0,28.0,90.0,11.7,0.537,0.001,1087.6,246.4,47.2,3,0.54,0.24,0.521,80.7,1.5698587127158556,0.01098901098901099,707.612231620039,578.831,1.5478910000000001,0.1026891
521094,Sadra,Padra,22.129314,72.989277,2275.0,465.0,1201.0,1074.0,6.55,2.902,1,1.0,1.0,1,2,0,23.0,32.0,92.5,12.15,1.529,0.0,1085.8,244.0,39.8,3,0.54,0.23,0.446,140.4,0.6138735420503376,0.0106951871657754,429.33965994464216,1014.65,1.294292,0.029213000000000003
521102,Medhad,Padra,22.130513,73.090522,695.0,147.0,378.0,317.0,62.16,1.651,1,1.0,0.0,1,3,0,10.0,30.0,95.0,12.6,0.097,0.002,1116.4,246.4,50.5,3,0.5,0.13,0.541,47.8,5.0761421319796955,0.010416666666666666,1017.6845943482225,375.995,0.8931910000000001,0.33628559999999996
521105,Gayapura,Padra,22.128234,73.022714,581.0,139.0,308.0,273.0,10.84,2.979,0,0.0,0.0,1,1,0,10.0,26.0,97.5,13.05,0.632,0.001,1078.6,244.0,45.7,3,0.54,0.24,0.509,41.3,1.366120218579235,0.01015228426395939,660.9068627450979,295.729,1.516311,0.0551756
521103,Husepur,Padra,22.125176,73.075912,709.0,186.0,368.0,341.0,61.35,1.649,1,1.0,1.0,1,1,1,12.0,28.0,97.5,12.6,1.012,0.002,1080.4,244.8,42.7,3,0.5,0.13,0.477,43.0,0.8992805755395683,0.01015228426395939,536.9781312127237,338.193,0.786573,0.2926395
521106,Kanda,Padra,22.124838,73.006094,763.0,169.0,392.0,371.0,15.47,1.847,1,0.0,1.0,1,2,0,16.0,33.0,95.0,12.6,0.494,0.0,1089.4,244.0,46.4,3,0.51,0.15,0.514,50.7,1.6835016835016836,0.010416666666666666,729.1834002677376,392.182,0.949358,0.0795158
521115,Sadad,Padra,22.114914,73.061825,727.0,164.0,370.0,357.0,22.15,1.817,1,1.0,0.0,1,0,0,14.0,36.0,87.5,11.25,0.183,0.001,1084.0,246.4,50.3,3,0.5,0.15,0.551,51.8,3.5335689045936394,0.011299435028248588,916.3144547759932,400.57700000000006,1.0011670000000001,0.1220465
521114,Thikariya Math,Padra,22.118614,73.022857,329.0,78.0,166.0,163.0,48.02,1.759,1,1.0,1.0,1,1,0,16.0,35.0,90.0,11.7,0.854,0.001,1078.6,244.8,44.5,3,0.5,0.14,0.492,20.8,1.0482180293501049,0.01098901098901099,581.7691477885652,161.868,0.865428,0.2362584
519872,Khalipur,Vadodara Rural,22.204744,73.165883,1054.0,226.0,531.0,523.0,43.64,2.173,0,0.0,0.0,0,2,0,10.0,15.0,92.5,12.15,0.214,0.001,1089.4,246.4,48.1,3,0.51,0.17,0.535,74.2,3.1847133757961785,0.0106951871657754,897.3640856672159,563.89,1.162555,0.23347400000000001
519882,Karali,Vadodara Rural,22.173667,73.153527,1075.0,225.0,569.0,506.0,25.58,3.391,1,1.0,1.0,1,0,0,8.0,24.0,92.5,12.15,0.84,0.001,1087.6,245.6,43.5,3,0.55,0.27,0.496,76.2,1.0638297872340425,0.0106951871657754,591.0869565217391,533.2,1.681936,0.12687679999999998
519883,Itola,Vadodara Rural,22.15177,73.142673,3600.0,801.0,1866.0,1734.0,39.06,2.317,1,0.0,1.0,2,2,1,8.0,25.0,95.0,12.6,1.04,0.001,1085.8,246.4,42.5,3,0.52,0.19,0.478,230.4,0.8771929824561403,0.010416666666666666,532.2549019607843,1720.8,1.107526,0.1867068
519895,Raman Gamdi,Vadodara Rural,22.128858,73.171689,559.0,126.0,281.0,278.0,51.52,2.227,1,0.0,1.0,2,2,0,20.0,20.0,25.0,0.2,0.726,0.001,850.0,120.0,60.8,3,0.51,0.18,0.733,54.4,1.2106537530266344,0.038461538461538464,492.468134414832,409.747,1.632391,0.37764159999999997
519896,Gosindra,Vadodara Rural,22.127304,73.126298,1021.0,219.0,519.0,502.0,43.49,1.404,1,0.0,1.0,0,0,0,23.0,24.0,92.5,12.15,0.437,0.001,1087.6,245.6,46.5,3,0.49,0.11,0.516,65.8,1.8621973929236497,0.0106951871657754,756.8545581071676,526.836,0.724464,0.2244084
519897,Untiya Medhad,Vadodara Rural,22.117336,73.107781,733.0,150.0,377.0,356.0,32.61,1.986,1,0.0,1.0,2,2,0,13.0,30.0,97.5,12.15,0.305,0.002,1089.4,246.4,48.1,3,0.51,0.16,0.528,50.5,2.4691358024691357,0.01015228426395939,834.7892720306514,387.024,1.048608,0.1721808
520921,Mahmadpura,Dabhoi,22.216605,73.282351,539.0,108.0,288.0,251.0,34.69,2.591,0,0.0,0.0,0,2,1,15.0,15.0,97.5,12.6,0.572,0.001,1093.0,245.6,45.8,3,0.5,0.21,0.508,37.3,1.4880952380952384,0.01015228426395939,695.29262086514,273.812,1.3162280000000002,0.1762252
520922,Palaswada,Dabhoi,22.209198,73.299901,1447.0,325.0,738.0,709.0,61.37,2.144,1,0.0,1.0,0,3,0,15.0,15.0,90.0,11.7,1.866,0.001,1096.6,241.6,36.4,2,0.51,0.17,0.421,80.2,0.5086469989827059,0.01098901098901099,382.62386601535235,609.187,0.902624,0.2583677
520938,Kaddhara,Dabhoi,22.206892,73.373629,985.0,220.0,514.0,471.0,43.25,1.389,0,0.0,0.0,2,2,1,12.0,16.0,100.0,13.05,1.577,0.001,1107.4,244.8,40.7,3,0.49,0.11,0.436,53.6,0.5963029218843172,0.009900990099009901,429.72448583624373,429.46,0.605604,0.18857
520920,Mosampura,Dabhoi,22.206209,73.27003,313.0,66.0,164.0,149.0,54.63,1.134,1,1.0,0.0,0,2,0,15.0,15.0,97.5,13.05,1.873,0.0,1098.4,244.0,37.2,3,0.46,0.09,0.41,15.7,0.5068423720223011,0.01015228426395939,382.31813435433344,128.32999999999998,0.4649399999999999,0.223983
520930,Valipura,Dabhoi,22.207937,73.317144,437.0,88.0,218.0,219.0,54.92,2.163,1,0.0,1.0,0,2,0,15.0,20.0,95.0,12.6,1.762,0.001,1082.2,243.2,36.8,2,0.5,0.17,0.423,24.3,0.5370569280343717,0.010416666666666666,391.81752353367125,184.851,0.9149489999999999,0.2323116
520937,Kaddharapura,Dabhoi,22.211852,73.35813,458.0,112.0,232.0,226.0,55.02,3.785,0,0.0,0.0,0,2,0,14.0,22.0,100.0,13.5,0.034,0.001,1112.8,243.2,52.2,4,0.56,0.3,0.553,37.0,7.462686567164178,0.009900990099009901,1076.2088974854933,253.27400000000003,2.0931050000000004,0.30426060000000005
520929,Bhavpura,Dabhoi,22.207408,73.328601,350.0,77.0,179.0,171.0,75.43,2.071,0,0.0,0.0,0,2,0,13.0,18.0,95.0,12.6,1.285,0.001,1073.2,244.8,40.5,3,0.5,0.17,0.457,21.1,0.7220216606498195,0.010416666666666666,469.671772428884,159.95000000000002,0.9464470000000001,0.34471510000000005
520940,Karali,Dabhoi,22.202326,73.400652,605.0,142.0,314.0,291.0,55.04,1.734,1,1.0,1.0,0,3,1,8.0,44.0,90.0,12.15,0.503,0.001,1105.6,244.8,46.9,3,0.49,0.14,0.515,40.0,1.658374792703151,0.01098901098901099,735.595475715236,311.575,0.89301,0.283456
520936,Abdalapura,Dabhoi,22.200262,73.353441,479.0,108.0,262.0,217.0,23.59,2.521,1,1.0,1.0,1,2,0,14.0,23.0,100.0,13.5,0.777,0.001,1105.6,243.2,46.0,3,0.53,0.2,0.497,32.1,1.1402508551881414,0.009900990099009901,622.1722003376476,238.063,1.252937,0.1172423
520935,Vayadpur,Dabhoi,22.198432,73.342671,943.0,199.0,485.0,458.0,67.34,2.807,0,0.0,0.0,0,1,0,14.0,23.0,97.5,13.05,0.518,0.001,1085.8,244.8,46.0,3,0.53,0.22,0.516,66.8,1.6181229773462784,0.01015228426395939,715.2832674571805,486.588,1.448412,0.3474744
520931,Kundhela,Dabhoi,22.188539,73.281796,2513.0,566.0,1323.0,1190.0,50.78,2.045,1,1.0,1.0,1,2,1,15.0,15.0,95.0,12.6,1.73,0.001,1091.2,243.2,37.6,3,0.5,0.16,0.426,139.7,0.5464480874316939,0.010416666666666666,399.7069597069597,1070.538,0.87117,0.2163228
520952,Gojali,Dabhoi,22.190698,73.378433,565.0,155.0,302.0,263.0,67.96,1.405,1,1.0,1.0,2,2,0,10.0,40.0,95.0,12.6,0.297,0.001,1107.4,245.6,47.9,3,0.49,0.11,0.525,37.0,2.5188916876574305,0.010416666666666666,853.8164996144951,296.625,0.7376250000000001,0.35679
520934,Bhilapur,Dabhoi,22.192919,73.325929,2290.0,512.0,1163.0,1127.0,52.53,4.039,1,1.0,1.0,1,3,1,14.0,14.0,100.0,13.5,0.968,0.001,1089.4,244.8,42.8,3,0.57,0.32,0.49,166.6,0.9363295880149812,0.009900990099009901,553.5569105691058,1122.1,1.97911,0.257397
520953,Banaiya,Dabhoi,22.184445,73.35092,338.0,77.0,173.0,165.0,41.42,2.238,1,1.0,0.0,0,2,0,11.0,25.0,87.5,11.25,0.569,0.001,1094.8,245.6,47.3,3,0.52,0.18,0.526,23.6,1.4947683109118088,0.011299435028248588,697.7692797960484,177.788,1.1771880000000001,0.2178692
520951,Vasai,Dabhoi,22.173534,73.392085,1860.0,408.0,958.0,902.0,56.56,2.204,1,0.0,1.0,0,3,1,5.0,32.0,92.5,12.15,0.53,0.001,1091.2,246.4,46.0,3,0.5,0.18,0.511,126.2,1.5873015873015872,0.0106951871657754,713.2026143790849,950.46,1.126244,0.2890216
520932,Baherampura,Dabhoi,22.176949,73.301674,514.0,130.0,264.0,250.0,75.29,1.408,1,0.0,1.0,0,2,0,13.0,16.0,95.0,12.6,0.446,0.001,1069.6,244.8,46.6,3,0.49,0.11,0.515,33.1,1.8315018315018314,0.010416666666666666,739.6957123098201,264.71,0.72512,0.3877435
520933,Navapur,Dabhoi,22.181324,73.316668,356.0,76.0,186.0,170.0,11.8,2.58,1,1.0,1.0,0,1,0,12.0,14.0,95.0,12.6,0.163,0.001,1078.6,245.6,48.4,3,0.53,0.21,0.541,26.2,3.8022813688212924,0.010416666666666666,927.4290627687016,192.596,1.3957800000000002,0.063838
520958,Ambav,Dabhoi,22.163756,73.364609,851.0,161.0,431.0,420.0,76.62,2.79,0,0.0,0.0,2,2,0,10.0,25.0,100.0,13.05,2.263,0.001,1087.6,246.4,33.9,2,0.53,0.22,0.394,46.0,0.4231908590774439,0.009900990099009901,333.312902237205,335.29400000000004,1.0992600000000001,0.3018828
520959,Puda,Dabhoi,22.17066,73.375582,858.0,186.0,452.0,406.0,41.49,1.535,1,0.0,1.0,0,2,0,5.0,27.0,92.5,11.25,0.913,0.001,1084.0,245.6,43.3,3,0.5,0.12,0.484,52.3,0.9871668311944718,0.0106951871657754,566.649242028228,415.272,0.7429399999999999,0.2008116
520957,Thuvavi,Dabhoi,22.160641,73.341034,2651.0,612.0,1405.0,1246.0,47.42,1.942,0,0.0,0.0,2,2,1,10.0,20.0,100.0,13.5,0.608,0.001,1107.4,244.8,47.1,3,0.51,0.16,0.506,175.1,1.4124293785310735,0.009900990099009901,688.681592039801,1341.406,0.982652,0.2399452
520954,Rajli,Dabhoi,22.165455,73.323543,789.0,183.0,406.0,383.0,47.66,2.497,1,0.0,1.0,2,2,0,10.0,20.0,100.0,13.5,0.558,0.001,1098.4,243.2,45.7,3,0.52,0.2,0.511,54.4,1.519756838905775,0.009900990099009901,705.0064184852375,403.17900000000003,1.275967,0.2435426
520955,Anguthan,Dabhoi,22.159431,73.3033,1177.0,299.0,605.0,572.0,55.48,1.555,1,1.0,0.0,2,2,1,12.0,25.0,100.0,14.4,0.612,0.001,1084.0,245.6,45.5,3,0.5,0.12,0.505,74.9,1.404494382022472,0.009900990099009901,672.4565756823821,594.385,0.785275,0.280174
520960,Hansapura,Dabhoi,22.153796,73.382468,430.0,97.0,225.0,205.0,43.49,1.438,0,0.0,0.0,0,2,0,5.0,25.0,90.0,11.7,1.811,0.0,1091.2,246.4,38.1,3,0.49,0.12,0.424,23.0,0.5232862375719518,0.01098901098901099,388.1892564923515,182.32,0.6097119999999999,0.1843976
520961,Kajapur,Dabhoi,22.154333,73.39991,694.0,154.0,341.0,353.0,10.23,3.672,1,0.0,1.0,2,3,0,5.0,35.0,90.0,11.7,0.224,0.0,1112.8,245.6,49.6,3,0.56,0.29,0.545,54.9,3.0864197530864197,0.01098901098901099,909.1503267973856,378.23,2.00124,0.055753500000000004
520972,Vega,Dabhoi,22.14562,73.385446,852.0,198.0,428.0,424.0,32.63,2.559,1,0.0,1.0,1,3,0,3.0,34.0,90.0,11.7,1.96,0.0,1096.6,245.6,36.4,2,0.53,0.2,0.419,48.2,0.4854368932038835,0.01098901098901099,370.47297297297297,356.988,1.072221,0.1367197
520974,Borbar,Dabhoi,22.136422,73.338357,1149.0,276.0,609.0,540.0,56.31,1.464,1,0.0,1.0,0,2,1,9.0,18.0,95.0,12.6,1.587,0.0,1085.8,245.6,38.5,3,0.48,0.12,0.434,62.8,0.5927682276229994,0.010416666666666666,419.7139543873212,498.666,0.6353759999999999,0.24438540000000003
520956,Nariya,Dabhoi,22.138527,73.302603,1139.0,251.0,600.0,539.0,45.65,1.68,1,0.0,1.0,0,2,0,17.0,25.0,105.0,14.4,1.927,0.001,1087.6,243.2,37.3,3,0.5,0.13,0.412,59.7,0.49333991119881593,0.009433962264150943,371.5749914588315,469.268,0.6921599999999999,0.18807799999999997
520971,Fartikui,Dabhoi,22.141432,73.372255,877.0,208.0,447.0,430.0,42.76,3.132,1,0.0,1.0,2,3,1,5.0,35.0,95.0,12.6,3.384,0.05,1087.6,247.2,25.8,2,0.54,0.25,0.318,39.2,0.2870264064293915,0.010416666666666666,248.08394160583939,278.886,0.9959760000000001,0.1359768
520975,Thikariya,Dabhoi,22.129972,73.310806,278.0,65.0,151.0,127.0,98.2,1.209,0,0.0,0.0,0,2,0,14.0,30.0,92.5,12.15,1.704,0.001,1089.4,244.8,38.2,3,0.49,0.1,0.427,14.7,0.5543237250554324,0.0106951871657754,402.8846153846155,118.706,0.516243,0.41931399999999996
520976,Dangikuva,Dabhoi,22.127059,73.277309,389.0,81.0,207.0,182.0,40.62,1.37,1,1.0,1.0,0,2,0,18.0,25.0,110.0,15.3,2.236,0.0,1084.0,242.4,34.9,3,0.49,0.11,0.388,18.8,0.42808219178082185,0.009009009009009009,334.98145859085287,150.93200000000002,0.53156,0.15760559999999998
519871,Mujar Gamdi,Vadodara Rural,22.208463,73.208264,494.0,114.0,252.0,242.0,35.22,2.176,0,0.0,0.0,1,2,0,12.0,12.0,92.5,11.7,1.614,0.001,1084.0,246.4,38.1,3,0.52,0.17,0.438,28.5,0.5834305717619602,0.0106951871657754,414.69013006886,216.372,0.953088,0.1542636
519870,Vora Gamdi,Vadodara Rural,22.212751,73.219301,688.0,147.0,348.0,340.0,21.22,1.751,0,0.0,0.0,2,2,0,11.0,11.0,90.0,11.7,1.202,0.001,1085.8,245.6,41.6,3,0.5,0.14,0.468,41.3,0.7680491551459293,0.01098901098901099,493.09718437783835,321.98400000000004,0.819468,0.09930960000000001
519869,Dhaniyavi,Vadodara Rural,22.206285,73.249285,2353.0,462.0,1208.0,1145.0,24.9,1.735,1,0.0,1.0,2,2,1,13.0,13.0,102.5,13.95,2.303,0.001,1080.4,245.6,33.7,2,0.5,0.14,0.387,116.8,0.4161464835622139,0.00966183574879227,327.09657886769605,910.611,0.6714450000000001,0.096363
519873,Varnama,Vadodara Rural,22.180305,73.185476,4251.0,951.0,2228.0,2023.0,30.82,2.413,0,0.0,0.0,2,2,1,12.0,12.0,95.0,12.6,1.62,0.0,1118.2,247.2,38.8,3,0.52,0.19,0.438,249.3,0.5813953488372092,0.010416666666666666,426.793893129771,1861.938,1.056894,0.13499160000000002
519874,Sundarpura,Vadodara Rural,22.184391,73.218524,1267.0,283.0,655.0,612.0,32.83,3.361,1,0.0,1.0,2,2,1,3.0,3.0,105.0,14.4,1.944,0.0,1082.2,246.4,35.8,2,0.55,0.27,0.42,76.0,0.4892367906066536,0.009433962264150943,367.5951086956522,532.14,1.41162,0.13788599999999998
519877,Raghavpura,Vadodara Rural,22.186983,73.262388,850.0,176.0,440.0,410.0,27.29,2.297,1,0.0,1.0,2,2,1,15.0,15.0,97.5,13.05,0.896,0.0,1087.6,248.0,43.3,3,0.52,0.18,0.489,55.2,1.0040160642570282,0.01015228426395939,573.6286919831224,415.65,1.1232330000000001,0.1334481
519879,Patarveni,Vadodara Rural,22.173582,73.25714,721.0,173.0,380.0,341.0,56.17,1.878,1,0.0,1.0,2,2,0,17.0,17.0,95.0,12.6,0.514,0.0,1094.8,246.4,46.1,3,0.51,0.15,0.514,47.9,1.6286644951140066,0.010416666666666666,723.1175693527081,370.594,0.9652919999999999,0.2887138
519875,Shahpura,Vadodara Rural,22.177526,73.236638,493.0,118.0,268.0,225.0,48.48,1.541,1,0.0,1.0,0,2,0,12.0,12.0,95.0,13.05,0.256,0.0,1084.0,248.0,47.8,3,0.5,0.12,0.531,33.0,2.808988764044944,0.010416666666666666,863.0573248407643,261.783,0.818271,0.2574288
519878,Samaspura,Vadodara Rural,22.177009,73.265683,961.0,224.0,504.0,457.0,59.94,2.794,1,1.0,1.0,2,2,0,24.0,24.0,97.5,12.6,0.008,0.0,1105.6,248.0,49.6,3,0.53,0.22,0.553,72.9,9.259259259259258,0.01015228426395939,1096.8253968253966,531.433,1.545082,0.3314682
519887,Hansapura,Vadodara Rural,22.163973,73.244571,308.0,76.0,162.0,146.0,47.08,1.596,1,1.0,1.0,1,2,0,15.0,15.0,95.0,12.6,1.366,0.001,1087.6,247.2,39.8,3,0.49,0.13,0.451,17.7,0.6821282401091404,0.010416666666666666,459.67878275570575,138.90800000000002,0.7197960000000001,0.21233080000000001
519888,Mastupur Gamdi,Vadodara Rural,22.163233,73.277417,430.0,94.0,229.0,201.0,41.16,2.905,1,1.0,1.0,1,2,0,19.0,19.0,105.0,14.4,1.072,0.001,1085.8,244.0,42.1,3,0.53,0.23,0.477,28.4,0.8532423208191126,0.009433962264150943,524.034749034749,205.10999999999999,1.3856849999999998,0.19633319999999999
519881,Fatepura,Vadodara Rural,22.166403,73.223225,278.0,63.0,146.0,132.0,17.99,1.607,0,0.0,0.0,0,1,0,15.0,15.0,97.5,12.6,0.114,0.001,1093.0,246.4,49.6,3,0.5,0.13,0.54,19.1,4.672897196261681,0.01015228426395939,981.1490125673249,150.12,0.86778,0.097146
