village_code,village_name,subdistrict,latitude,longitude,geo_area_ha,pct_forest,pct_barren_uncultivable,pct_net_sown,pct_fallow,pct_pastures,pct_non_agri_builtup,irrigation_coverage_pct,cover_management_index_C_proxy,slope_deg_EXTERNAL_TOFILL,slope_length_m_EXTERNAL_TOFILL,soil_type_EXTERNAL_TOFILL,soil_erodibility_K_EXTERNAL_TOFILL,rainfall_erosivity_R_EXTERNAL_TOFILL,support_practice_P_EXTERNAL_TOFILL,erosion_risk_score_TARGET,distance_to_river_km_EXTERNAL_TOFILL
519867,Hetampura,Vadodara Rural,22.227236,73.2839,249.0,0.82,1.23,93.44,0.0,1.23,1.23,21.93,0.293,11.7,190.4,Alluvial Loamy Soil,0.307,469.2,0.75,0.92,0.84
519866,Diwalipura,Vadodara Rural,22.228,73.295272,308.0,0.3,0.61,70.73,18.9,0.0,0.3,68.97,0.331,11.7,190.4,Alluvial Loamy Soil,0.302,475.1,0.75,0.92,0.759
519860,Maretha,Vadodara Rural,22.223075,73.183108,241.0,0.0,4.58,86.67,0.0,5.42,0.83,48.08,0.309,13.05,206.6,Alluvial Loamy Soil,0.307,479.7,0.75,0.92,0.479
251209,Vadodara,Vadodara Rural,22.306225,73.182732,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,0.277
519938,Panch Devla,Vaghodia,22.43723,73.378274,260.0,0.0,32.43,50.19,0.0,16.99,0.39,38.46,0.468,12.6,201.2,Alluvial Loamy Soil,0.306,464.7,0.9,0.92,1.658
519939,Abhrampura,Vaghodia,22.430948,73.384792,451.0,0.0,0.0,89.38,0.0,3.76,6.86,22.28,0.274,13.05,206.6,Alluvial Loamy Soil,0.316,471.8,0.75,0.92,1.641
519936,Kamrol,Vaghodia,22.426497,73.295766,1011.0,0.0,0.0,33.59,58.8,2.09,5.45,72.77,0.457,12.15,195.8,Alluvial Loamy Soil,0.304,472.5,0.9,0.92,0.825
519942,Kodarvaya,Vaghodia,22.415313,73.384313,252.0,0.0,7.11,85.77,0.0,2.37,4.74,100.0,0.325,13.05,206.6,Alluvial Loamy Soil,0.306,471.8,0.75,0.92,2.881
519935,Amreshwar,Vaghodia,22.413419,73.264611,247.0,0.0,0.0,79.76,0.0,2.83,17.41,50.76,0.244,13.05,206.6,Alluvial Loamy Soil,0.307,476.4,0.75,0.92,1.513
519950,Kotambi,Vaghodia,22.396152,73.312378,1950.0,5.18,2.54,84.26,0.1,3.94,1.04,100.0,0.283,11.7,190.4,Alluvial Loamy Soil,0.313,469.9,0.75,0.92,0.35
519937,Lilora,Vaghodia,22.428497,73.363664,549.0,0.0,0.0,82.66,0.0,7.66,8.21,57.4,0.259,13.95,217.4,Alluvial Loamy Soil,0.308,475.1,0.75,0.92,1.867
519943,Vyankatpura,Vaghodia,22.404352,73.368516,496.0,0.0,0.2,65.66,0.0,0.0,23.23,95.38,0.199,13.5,212.0,Alluvial Loamy Soil,0.306,474.5,0.9,0.92,1.44
519945,Rahkui,Vaghodia,22.408263,73.335659,305.0,0.0,2.96,79.28,0.0,6.25,11.51,62.24,0.274,13.5,212.0,Alluvial Loamy Soil,0.312,473.1,0.75,0.92,1.146
519946,Ganeshpura,Vaghodia,22.402363,73.274967,589.0,0.0,0.0,81.66,0.0,5.09,13.24,51.98,0.253,12.6,201.2,Alluvial Loamy Soil,0.309,472.5,0.75,0.92,1.281
519944,Amrutpura,Vaghodia,22.398513,73.352163,262.0,0.0,1.9,59.7,0.0,3.42,34.98,100.0,0.201,12.15,195.8,Alluvial Loamy Soil,0.316,472.5,0.9,0.92,0.365
519947,Bhaniyara,Vaghodia,22.393587,73.264179,692.0,0.0,2.45,86.58,0.0,5.05,5.92,55.83,0.289,12.15,195.8,Alluvial Loamy Soil,0.314,470.5,0.75,0.92,0.018
519954,Jafarpura,Vaghodia,22.389601,73.367701,146.0,0.0,7.48,78.23,0.0,10.2,4.08,100.0,0.317,12.6,201.2,Alluvial Loamy Soil,0.316,469.2,0.75,0.92,0.236
519952,Intoli,Vaghodia,22.38544,73.332133,226.0,0.0,6.17,78.41,0.0,11.89,3.52,56.18,0.309,12.6,201.2,Alluvial Loamy Soil,0.308,465.3,0.75,0.92,1.382
519953,Rasulabad,Vaghodia,22.379755,73.345826,1043.0,0.0,0.0,89.64,0.0,0.38,7.68,48.18,0.269,11.7,190.4,Alluvial Loamy Soil,0.304,469.9,0.75,0.92,1.678
519957,Rayan Talavadi,Vaghodia,22.369731,73.378642,654.0,0.0,1.37,66.26,0.0,4.58,27.79,59.91,0.218,12.15,195.8,Alluvial Loamy Soil,0.314,466.6,0.9,0.92,1.758
519948,Bhaupura,Vaghodia,22.379426,73.279252,324.0,0.0,9.29,82.97,0.0,4.02,3.41,69.03,0.339,13.05,206.6,Alluvial Loamy Soil,0.307,473.8,0.75,0.92,0.663
519951,Sakariya,Vaghodia,22.370251,73.321545,423.0,0.0,1.66,86.73,0.0,5.21,6.4,65.57,0.283,12.15,195.8,Alluvial Loamy Soil,0.317,471.2,0.75,0.92,1.932
519949,Kumetha,Vaghodia,22.36591,73.282281,775.0,0.0,4.52,84.39,0.0,3.48,6.84,61.16,0.299,12.15,195.8,Alluvial Loamy Soil,0.311,471.8,0.75,0.92,2.163
519958,Morlipura,Vaghodia,22.361659,73.295115,394.0,0.0,2.54,84.99,0.0,5.09,6.62,85.63,0.285,13.5,212.0,Alluvial Loamy Soil,0.307,472.5,0.75,0.92,2.993
519962,Raval,Vaghodia,22.347207,73.346467,1238.0,0.0,2.18,79.82,0.0,4.6,13.4,100.0,0.266,13.5,212.0,Alluvial Loamy Soil,0.311,475.8,0.75,0.92,2.003
519963,Sanoli,Vaghodia,22.346867,73.382726,1033.0,0.0,0.19,86.35,0.0,6.39,7.07,44.96,0.27,13.05,206.6,Alluvial Loamy Soil,0.31,472.5,0.75,0.92,1.506
519961,Nimetha,Vaghodia,22.346736,73.31377,1346.0,0.0,0.0,91.23,0.0,7.36,1.41,75.47,0.285,13.95,217.4,Alluvial Loamy Soil,0.311,473.8,0.75,0.6859999999999999,3.533
519960,Jesangpura,Vaghodia,22.337236,73.288132,265.0,0.0,0.75,82.33,0.0,5.26,7.52,66.67,0.262,12.6,201.2,Alluvial Loamy Soil,0.315,469.9,0.75,0.92,1.906
519978,Chipad,Vaghodia,22.331109,73.336834,478.0,0.0,1.26,88.7,0.0,5.02,5.02,54.48,0.285,14.85,228.2,Alluvial Loamy Soil,0.318,475.8,0.75,0.92,1.162
519984,Gajadra,Vaghodia,22.320324,73.360103,864.0,0.0,1.51,88.64,0.0,9.85,0.0,40.52,0.294,13.05,206.6,Alluvial Loamy Soil,0.312,475.1,0.75,0.92,0.636
519979,Navi Jambuvai,Vaghodia,22.331554,73.307663,238.0,0.0,1.67,75.73,0.0,5.86,16.74,44.2,0.251,12.15,195.8,Alluvial Loamy Soil,0.314,471.8,0.75,0.92,1.861
519959,Sikandarpura,Vaghodia,22.333964,73.270463,161.0,0.0,0.62,78.26,0.0,5.59,15.53,69.84,0.249,13.05,206.6,Alluvial Loamy Soil,0.318,469.2,0.75,0.92,2.805
519982,Shripore Timbi,Vaghodia,22.316,73.300323,481.0,0.0,1.66,33.26,0.0,4.57,60.5,31.25,0.122,13.95,217.4,Alluvial Loamy Soil,0.32,477.1,0.9,0.92,0.677
519977,Khandha,Vaghodia,22.325434,73.374753,385.0,0.0,1.94,90.58,0.0,6.37,1.11,15.29,0.299,13.05,206.6,Alluvial Loamy Soil,0.314,475.8,0.75,0.92,0.051
519976,Nava Ajva,Vaghodia,22.323725,73.395499,639.0,0.0,2.35,86.07,0.0,5.01,6.57,7.27,0.287,12.6,201.2,Alluvial Loamy Soil,0.305,471.8,0.75,0.92,0.243
519980,Bakrol,Vaghodia,22.323132,73.284063,680.0,0.0,0.88,90.88,0.0,3.53,4.71,50.16,0.286,13.5,212.0,Alluvial Loamy Soil,0.315,474.5,0.75,0.92,1.03
520006,Ropa,Vaghodia,22.267676,73.333045,173.0,0.0,2.31,84.39,0.0,4.62,8.67,61.64,0.281,12.15,195.8,Alluvial Loamy Soil,0.301,478.4,0.75,0.92,0.119
519983,Bhadol Khurd,Vaghodia,22.318998,73.322901,219.0,0.0,0.0,89.95,0.0,5.02,5.02,51.27,0.277,13.95,217.4,Alluvial Loamy Soil,0.311,475.8,0.75,0.92,1.922
519981,Hanumanpura,Vaghodia,22.315167,73.270079,251.0,0.0,0.0,84.06,0.0,5.58,10.36,52.13,0.261,12.15,195.8,Alluvial Loamy Soil,0.314,475.1,0.75,0.92,1.83
520000,Alva,Vaghodia,22.308185,73.32646,649.0,0.0,3.4,87.5,0.0,4.63,4.48,70.55,0.3,12.6,201.2,Alluvial Loamy Soil,0.311,472.5,0.75,0.92,0.679
520001,Amodar,Vaghodia,22.298566,73.303627,335.0,0.0,1.19,86.61,0.0,4.76,7.44,100.0,0.278,13.95,217.4,Alluvial Loamy Soil,0.307,469.9,0.75,0.92,0.875
520007,Limda,Vaghodia,22.283762,73.362083,875.0,0.0,1.14,94.06,0.0,4.8,0.0,58.32,0.3,10.8,179.6,Alluvial Loamy Soil,0.294,476.4,0.75,0.92,0.183
519999,Kamlapura,Vaghodia,22.287513,73.334125,289.0,0.0,1.38,92.39,0.0,4.5,1.73,63.67,0.296,12.15,195.8,Alluvial Loamy Soil,0.305,473.8,0.75,0.92,1.613
519998,Dattapura,Vaghodia,22.290134,73.350391,131.0,0.0,0.72,74.82,11.51,3.6,9.35,48.08,0.305,12.15,195.8,Alluvial Loamy Soil,0.305,472.5,0.75,0.92,0.798
520003,Pipaliya,Vaghodia,22.286007,73.31567,634.0,0.0,1.89,87.7,0.0,5.36,5.05,16.01,0.288,11.7,190.4,Alluvial Loamy Soil,0.309,469.9,0.75,0.92,0.914
520002,Pavlepur,Vaghodia,22.284299,73.289908,668.0,0.0,4.19,86.55,0.0,2.84,4.63,62.18,0.302,12.15,195.8,Alluvial Loamy Soil,0.307,471.8,0.75,0.92,0.834
520008,Madheli,Vaghodia,22.265344,73.374207,877.0,0.0,1.82,89.05,0.0,4.68,4.45,33.29,0.291,11.7,190.4,Alluvial Loamy Soil,0.304,477.7,0.75,0.92,1.307
520004,Umarva,Vaghodia,22.269155,73.310472,660.0,0.0,2.12,91.52,0.0,3.64,2.73,74.5,0.299,13.05,206.6,Alluvial Loamy Soil,0.308,473.8,0.75,0.92,1.056
520005,Mastupura,Vaghodia,22.258596,73.318803,236.0,0.0,2.53,83.12,0.0,6.33,8.02,84.26,0.282,12.15,195.8,Alluvial Loamy Soil,0.291,478.4,0.75,0.92,0.202
520019,Falod,Vaghodia,22.251891,73.393337,370.0,0.0,2.7,85.41,0.0,5.95,5.95,47.47,0.289,13.5,212.0,Alluvial Loamy Soil,0.321,481.6,0.75,0.92,0.473
519927,Alamgir,Vadodara Rural,22.211725,73.197007,0.0,,,,,,,,0.0,10.8,179.6,Alluvial Loamy Soil,0.308,473.1,0.9,0.02,1.239
519906,Nandesari,Vadodara Rural,22.41435,73.095614,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,1.095
519909,Bajwa,Vadodara Rural,22.366252,73.140935,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,0.401
519907,Ranoli,Vadodara Rural,22.398552,73.131306,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,1.995
519908,Karachiya,Vadodara Rural,22.379471,73.131637,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,0.471
519910,Jawaharnagar Gujarat Refinery CT,Vadodara Rural,22.359056,73.132399,0.0,,,,,,,,0.0,13.95,217.4,Alluvial Loamy Soil,0.306,479.7,0.9,0.02,1.587
802593,Nandesari INA,Vadodara Rural,22.403717,73.104746,0.0,,,,,,,,0.0,11.7,190.4,Alluvial Loamy Soil,0.303,480.3,0.9,0.02,0.155
802595,GSFC Complex INA,Vadodara Rural,22.372328,73.152346,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,0.918
802594,Petro Chemical Complex INA,Vadodara Rural,22.389119,73.111768,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,1.394
519911,Undera,Vadodara Rural,22.343372,73.137039,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,0.478
519919,Dasharath,Vadodara Rural,22.385983,73.157488,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,1.656
999999,Sayaji Sarovar,Vaghodia,22.380487,73.406611,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,0.401
519923,Gorva OG,Vadodara Rural,22.338225,73.15438,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,0.656
519924,Sevasi,Vadodara Rural,22.306627,73.117423,0.0,,,,,,,,0.0,13.95,217.4,Alluvial Loamy Soil,0.306,477.7,0.9,0.02,0.5
519918,Kalali OG,Vadodara Rural,22.250808,73.16557,0.0,,,,,,,,0.0,12.6,201.2,Alluvial Loamy Soil,0.315,481.0,0.9,0.02,0.171
519925,Bhayli,Vadodara Rural,22.281721,73.121784,0.0,,,,,,,,0.0,13.5,212.0,Alluvial Loamy Soil,0.314,481.0,0.9,0.02,0.847
519926,Bil,Vadodara Rural,22.248134,73.140536,0.0,,,,,,,,0.0,11.7,190.4,Alluvial Loamy Soil,0.305,477.7,0.9,0.02,1.387
519913,Karodiya OG,Vadodara Rural,22.349552,73.162735,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,0.692
519912,Tarsali CT,Vadodara Rural,22.246946,73.229342,0.0,,,,,,,,0.0,12.15,195.8,Alluvial Loamy Soil,0.312,477.7,0.9,0.02,0.233
520022,Jarod CT,Vaghodia,22.429672,73.332882,0.0,,,,,,,,0.0,13.05,206.6,Alluvial Loamy Soil,0.309,467.3,0.9,0.02,1.098
520023,Vaghodia CT,Vaghodia,22.297497,73.39063,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,1.441
802598,Vaghodia INA,Vaghodia,22.311117,73.38898,0.0,,,,,,,,0.0,13.05,206.6,Alluvial Loamy Soil,0.298,473.8,0.9,0.02,0.978
519921,Dumad,Vadodara Rural,22.376152,73.201184,0.0,,,,,,,,0.0,11.25,185.0,Alluvial Loamy Soil,0.291,474.5,0.9,0.02,1.72
519922,Vemali,Vadodara Rural,22.35407,73.209843,0.0,,,,,,,,0.0,11.25,185.0,Alluvial Loamy Soil,0.307,480.3,0.9,0.02,0.193
519916,Sayajipura OG,Vadodara Rural,22.325296,73.25876,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,2.62
519917,Bapod OG,Vadodara Rural,22.299225,73.259733,0.0,,,,,,,,0.0,10.8,179.6,Alluvial Loamy Soil,0.307,474.5,0.9,0.02,1.728
519914,Harni OG,Vadodara Rural,22.344634,73.257466,0.0,,,,,,,,0.0,12.6,201.2,Alluvial Loamy Soil,0.303,478.4,0.9,0.02,2.846
520943,Bamboj,Dabhoi,22.211975,73.457983,695.0,3.88,4.6,86.33,0.0,5.18,0.0,83.33,0.309,12.15,195.8,Deep Black Cotton Soil,0.351,476.4,0.75,0.92,0.659
520945,Lunadra,Dabhoi,22.206681,73.479518,241.0,4.96,0.0,85.12,0.0,4.96,4.96,51.46,0.264,13.05,206.6,Deep Black Cotton Soil,0.355,475.8,0.75,0.92,0.048
520942,Naranpura,Dabhoi,22.204176,73.42546,105.0,0.0,11.43,81.9,0.0,6.67,0.0,100.0,0.359,13.05,206.6,Deep Black Cotton Soil,0.346,474.5,0.75,0.92,0.348
520946,Simaliya,Dabhoi,22.19153,73.482411,980.0,12.04,2.14,81.22,0.0,4.59,0.0,100.0,0.272,12.15,195.8,Deep Black Cotton Soil,0.353,475.1,0.75,0.92,1.524
520947,Sunvalja,Dabhoi,22.193872,73.456124,258.0,4.26,3.1,86.82,0.0,5.81,0.0,100.0,0.298,13.05,206.6,Deep Black Cotton Soil,0.349,477.1,0.75,0.92,1.0
520941,Karalipura,Dabhoi,22.196452,73.417099,120.0,0.0,2.5,90.0,0.0,0.83,6.67,74.07,0.294,12.6,201.2,Deep Black Cotton Soil,0.349,473.8,0.75,0.92,0.55
520948,Dangiwada,Dabhoi,22.186472,73.434297,481.0,4.37,4.57,85.86,0.0,5.2,0.0,75.06,0.307,11.25,185.0,Deep Black Cotton Soil,0.344,477.7,0.75,0.92,1.306
520965,Gopalpura,Dabhoi,22.169907,73.49663,462.0,0.0,0.0,100.0,0.0,0.0,0.0,86.58,0.3,0.2,52.4,Deep Black Cotton Soil,0.15,387.6,0.75,0.0266,3.111
520950,Vasaipura,Dabhoi,22.178906,73.405451,177.0,6.21,5.08,84.18,0.0,4.52,0.0,95.97,0.306,12.15,195.8,Deep Black Cotton Soil,0.35,477.1,0.75,0.92,0.663
520949,Pragpura,Dabhoi,22.180934,73.423394,256.0,5.06,3.89,83.66,0.0,7.39,0.0,100.0,0.298,11.7,190.4,Deep Black Cotton Soil,0.353,479.7,0.75,0.92,0.888
520964,Akotadar,Dabhoi,22.17537,73.463987,605.0,0.0,15.21,80.17,0.0,4.63,0.0,82.47,0.384,11.25,185.0,Deep Black Cotton Soil,0.36,473.1,0.75,0.92,0.455
520963,Pansoli,Dabhoi,22.166243,73.452333,769.0,0.0,5.45,87.14,0.26,4.81,0.0,37.26,0.319,11.7,190.4,Deep Black Cotton Soil,0.357,472.5,0.75,0.92,0.279
520962,Morpura,Dabhoi,22.16282,73.420509,80.0,7.59,3.8,83.54,0.0,5.06,0.0,100.0,0.294,11.25,185.0,Deep Black Cotton Soil,0.352,473.1,0.75,0.92,1.118
520966,Vadhvana,Dabhoi,22.150349,73.491283,778.0,0.0,34.19,62.08,0.0,3.73,0.0,100.0,0.5,12.15,195.8,Deep Black Cotton Soil,0.371,475.1,0.9,0.92,2.571
520967,Samsherpura,Dabhoi,22.150824,73.481159,97.0,0.0,12.37,84.54,0.0,3.09,0.0,100.0,0.37,12.15,195.8,Deep Black Cotton Soil,0.381,480.3,0.75,0.92,2.305
520968,Kukad,Dabhoi,22.143096,73.46806,597.0,10.72,1.68,82.58,0.0,5.03,0.0,60.85,0.273,12.15,195.8,Deep Black Cotton Soil,0.378,475.8,0.75,0.92,2.614
520969,Timbi,Dabhoi,22.15226,73.418344,244.0,0.0,4.1,87.3,0.0,8.61,0.0,53.99,0.312,10.8,179.6,Deep Black Cotton Soil,0.352,478.4,0.75,0.92,1.69
520970,Tarsana,Dabhoi,22.143425,73.407585,432.0,0.0,5.09,84.26,0.0,5.79,4.86,100.0,0.307,11.7,190.4,Deep Black Cotton Soil,0.353,475.1,0.75,0.92,1.318
520944,Amreshwar,Dabhoi,22.227089,73.472862,574.0,3.3,2.61,86.96,0.0,5.39,0.0,50.0,0.293,13.05,206.6,Deep Black Cotton Soil,0.346,477.1,0.75,0.92,0.626
519975,Madodhar,Vaghodia,22.324726,73.419003,918.0,0.0,10.24,84.31,0.0,5.01,0.44,50.26,0.353,13.05,206.6,Alluvial Loamy Soil,0.307,471.2,0.75,0.92,0.355
519974,Sangadol,Vaghodia,22.317903,73.442354,991.0,0.0,1.06,89.51,0.0,5.19,4.24,59.17,0.286,12.15,195.8,Alluvial Loamy Soil,0.348,474.5,0.75,0.92,1.298
519971,Chipat,Vaghodia,22.326852,73.514534,97.0,0.0,11.34,86.6,0.0,1.03,1.03,47.62,0.363,11.25,185.0,Alluvial Loamy Soil,0.338,471.2,0.75,0.92,2.448
520012,Kachhota,Vaghodia,22.265121,73.51416,295.0,0.0,0.0,95.25,0.0,0.0,4.75,71.17,0.286,13.95,217.4,Alluvial Loamy Soil,0.345,484.9,0.75,0.92,1.042
519988,Vedpur,Vaghodia,22.312013,73.529351,831.0,27.28,7.45,60.34,0.0,0.84,0.84,100.0,0.255,11.25,185.0,Alluvial Loamy Soil,0.346,475.8,0.9,0.92,2.195
519986,Ghodadra,Vaghodia,22.305494,73.459221,552.0,0.0,9.76,82.46,0.0,6.69,1.08,43.86,0.345,13.5,212.0,Alluvial Loamy Soil,0.351,476.4,0.75,0.92,0.91
519987,Asha,Vaghodia,22.308156,73.496906,231.0,13.04,1.74,80.43,0.0,3.04,1.74,0.0,0.264,11.7,190.4,Alluvial Loamy Soil,0.333,469.2,0.75,0.92,1.351
519989,Moti Manekpur,Vaghodia,22.298435,73.531655,626.0,3.03,0.0,73.52,0.0,7.18,16.27,100.0,0.232,11.25,185.0,Alluvial Loamy Soil,0.344,471.2,0.75,0.92,1.071
519993,Vasvel,Vaghodia,22.296555,73.472661,810.0,0.0,2.59,74.85,0.0,17.63,3.33,49.42,0.274,12.15,195.8,Alluvial Loamy Soil,0.357,475.1,0.75,0.92,1.535
519992,Saidal,Vaghodia,22.286926,73.50285,924.0,15.69,0.0,70.78,0.0,0.0,13.53,61.16,0.215,12.6,201.2,Alluvial Loamy Soil,0.354,475.8,0.75,0.92,2.245
519985,Timbi,Vaghodia,22.299284,73.418253,185.0,0.0,0.54,85.41,0.0,4.32,9.73,63.92,0.268,13.05,206.6,Alluvial Loamy Soil,0.303,475.1,0.75,0.92,1.294
519996,Dankheda,Vaghodia,22.286677,73.436341,230.0,0.0,10.43,77.83,0.0,9.13,2.61,35.2,0.341,12.6,201.2,Alluvial Loamy Soil,0.353,482.9,0.75,0.92,0.289
519990,Nani Manekpur,Vaghodia,22.288167,73.543629,57.0,0.0,0.0,87.72,0.0,3.51,8.77,100.0,0.268,13.95,217.4,Alluvial Loamy Soil,0.353,476.4,0.75,0.92,0.43
519997,Tavra,Vaghodia,22.286469,73.417679,462.0,0.0,1.73,88.53,0.0,4.76,4.98,51.34,0.288,13.05,206.6,Alluvial Loamy Soil,0.311,475.8,0.75,0.92,1.103
519994,Chandpur,Vaghodia,22.285523,73.475938,341.0,0.0,0.94,38.44,38.68,17.69,0.94,48.47,0.382,13.5,212.0,Alluvial Loamy Soil,0.315,486.9,0.9,0.92,2.684
520013,Rustampura,Vaghodia,22.276456,73.536888,214.0,0.0,13.15,70.89,0.0,7.04,0.47,72.85,0.342,13.5,212.0,Alluvial Loamy Soil,0.348,477.1,0.75,0.92,0.785
519995,Ambali,Vaghodia,22.278101,73.446408,386.0,0.0,5.99,84.74,0.0,5.72,3.54,70.1,0.317,13.05,206.6,Alluvial Loamy Soil,0.347,469.9,0.75,0.92,0.688
520010,Gugalpur,Vaghodia,22.267272,73.467115,413.0,0.0,13.8,76.03,0.0,5.33,4.84,63.69,0.36,13.05,206.6,Alluvial Loamy Soil,0.34,481.6,0.75,0.92,2.216
520009,Vejalpur,Vaghodia,22.27193,73.405579,422.0,0.0,1.9,85.27,0.0,5.46,7.36,58.22,0.281,12.6,201.2,Alluvial Loamy Soil,0.316,474.5,0.75,0.92,0.919
520011,Khervadi,Vaghodia,22.262781,73.483262,531.0,0.0,0.75,90.19,0.0,1.89,7.17,62.76,0.28,13.5,212.0,Alluvial Loamy Soil,0.341,482.9,0.75,0.92,1.598
520018,Vyara,Vaghodia,22.252538,73.422919,2272.0,0.0,10.33,82.07,0.0,6.04,0.22,92.64,0.348,12.6,201.2,Alluvial Loamy Soil,0.351,471.2,0.75,0.92,1.556
520014,Ghoda,Vaghodia,22.264944,73.528892,218.0,0.0,0.0,83.94,0.0,3.67,12.39,100.0,0.257,14.85,228.2,Alluvial Loamy Soil,0.342,482.9,0.75,0.92,0.04
520015,Nurpuri,Vaghodia,22.255319,73.516521,276.0,0.0,0.0,98.91,0.0,0.0,1.09,64.1,0.297,13.05,206.6,Alluvial Loamy Soil,0.345,482.9,0.75,0.92,0.412
520016,Tarsva,Vaghodia,22.247893,73.482445,1104.0,0.0,1.54,88.13,0.0,6.52,3.8,55.5,0.288,13.05,206.6,Alluvial Loamy Soil,0.341,480.3,0.75,0.92,0.537
520017,Jambuwada,Vaghodia,22.235421,73.446638,719.0,0.0,2.78,83.45,0.0,5.01,6.95,71.67,0.283,13.05,206.6,Alluvial Loamy Soil,0.351,477.7,0.75,0.92,0.561
520020,Antoli,Vaghodia,22.221961,73.417043,577.0,0.0,5.88,76.82,0.0,10.55,5.02,51.8,0.299,11.7,190.4,Alluvial Loamy Soil,0.351,472.5,0.75,0.92,1.029
520021,Karamliya Pura,Vaghodia,22.217807,73.437697,607.0,0.0,5.61,77.39,0.0,14.19,2.81,85.29,0.304,11.7,190.4,Alluvial Loamy Soil,0.352,471.8,0.75,0.92,0.386
519991,Koba,Vaghodia,22.284556,73.521797,307.0,56.82,0.0,38.64,0.0,0.65,3.9,100.0,0.128,13.5,212.0,Alluvial Loamy Soil,0.327,471.2,0.9,0.92,2.243
519940,Adiran,Vaghodia,22.436866,73.411595,772.0,0.0,2.33,86.51,0.0,4.93,6.23,60.12,0.288,12.15,195.8,Alluvial Loamy Soil,0.294,471.8,0.75,0.92,0.16
519955,Navgam,Vaghodia,22.407331,73.435575,407.0,0.0,19.61,72.06,0.0,4.17,4.17,100.0,0.399,12.6,201.2,Alluvial Loamy Soil,0.313,467.9,0.75,0.92,1.187
519941,Karmasiya Kheda,Vaghodia,22.410759,73.412333,2948.0,0.0,0.31,30.34,0.0,4.36,64.98,34.25,0.1,12.15,195.8,Alluvial Loamy Soil,0.312,469.2,0.9,0.92,0.824
519956,Gutal,Vaghodia,22.373695,73.447886,1707.0,0.0,2.28,80.96,0.0,12.83,3.93,84.15,0.283,12.15,195.8,Alluvial Loamy Soil,0.342,477.1,0.75,0.92,0.715
519964,Juna Rampura,Vaghodia,22.3582,73.410424,309.0,0.0,3.56,93.53,0.0,2.91,0.0,29.07,0.317,14.4,222.8,Alluvial Loamy Soil,0.312,475.8,0.75,0.92,2.076
519967,Dundelav,Vaghodia,22.347733,73.465353,224.0,0.0,4.93,81.17,0.0,1.35,12.56,16.57,0.29,13.05,206.6,Alluvial Loamy Soil,0.343,467.3,0.75,0.92,0.557
519973,Goraj,Vaghodia,22.332591,73.47929,1429.0,0.0,7.07,76.28,0.0,5.25,1.89,77.06,0.3,13.05,206.6,Alluvial Loamy Soil,0.349,478.4,0.75,0.92,0.313
519965,Nava Rampura,Vaghodia,22.344775,73.408848,270.0,0.0,4.09,91.08,0.0,4.83,0.0,55.1,0.317,13.05,206.6,Alluvial Loamy Soil,0.313,475.8,0.75,0.92,1.446
519966,Vesaniya,Vaghodia,22.342325,73.438877,427.0,0.0,1.42,81.52,0.0,10.66,6.4,14.53,0.273,13.5,212.0,Alluvial Loamy Soil,0.341,471.2,0.75,0.92,2.788
519968,Valva,Vaghodia,22.342418,73.503181,253.0,0.0,12.34,81.28,0.0,2.13,4.26,41.88,0.358,12.15,195.8,Alluvial Loamy Soil,0.342,476.4,0.75,0.92,0.619
519969,Hamirpuri,Vaghodia,22.339955,73.525062,73.0,0.0,15.07,73.97,0.0,9.59,1.37,55.56,0.372,12.6,201.2,Alluvial Loamy Soil,0.329,471.8,0.75,0.92,2.02
519970,Dharola,Vaghodia,22.334722,73.546397,574.0,79.97,1.05,17.77,0.0,0.0,1.22,49.02,0.079,11.7,190.4,Alluvial Loamy Soil,0.338,467.9,0.9,0.6859999999999999,3.608
519972,Gambhirpura,Vaghodia,22.333731,73.521104,80.0,0.0,6.25,76.25,0.0,12.5,5.0,54.1,0.304,12.15,195.8,Alluvial Loamy Soil,0.33,472.5,0.75,0.92,2.311
