village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,male_population,female_population,sc_st_population_share_pct,population_density_per_ha,surface_water_exposure,river_canal_present,tank_pond_lake_present,drainage_quality_score,road_connectivity_score,healthcare_access_score,nearest_town_dist_km,district_hq_dist_km,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,distance_to_river_km_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,rainfall_24hr_max_mm_EXTERNAL_TOFILL,historical_flood_inundation_pct_EXTERNAL_TOFILL,historical_flood_event_count_EXTERNAL_TOFILL,runoff_coefficient_EXTERNAL_TOFILL,building_footprint_density_EXTERNAL_TOFILL,flood_hazard_score_TARGET,flood_damage_estimate_TARGET
519901,Fajalpur Ankhi,Vadodara Rural,22.123439,73.221401,579.0,125.0,295.0,284.0,12.95,3.031,1,0.0,1.0,2,2,1,13.0,13.0,100.0,13.05,2.324,0.001,1098.4,247.2,33.4,2,0.53,0.24,0.39,31.5
521039,Jaspur,Padra,22.286455,73.060154,7658.0,1530.0,3996.0,3662.0,5.08,4.862,1,1.0,0.0,1,2,1,6.0,22.0,90.0,11.7,2.142,0.001,1102.0,247.2,36.2,3,0.59,0.39,0.416,498.2
521043,Umaraya,Padra,22.268181,73.02998,4115.0,775.0,2146.0,1969.0,1.36,7.635,1,1.0,0.0,1,2,1,6.0,26.0,97.5,12.6,1.519,0.001,1096.6,246.4,39.9,3,0.64,0.61,0.463,345.1
521041,Tajpura,Padra,22.266245,73.069227,1720.0,360.0,897.0,823.0,20.12,5.165,1,0.0,1.0,1,2,1,2.0,17.0,107.5,14.85,2.688,0.0,1102.0,245.6,31.2,2,0.6,0.41,0.375,102.3
521042,Luna,Padra,22.26456,73.049273,2739.0,521.0,1430.0,1309.0,9.6,6.114,1,0.0,1.0,1,2,0,3.0,20.0,90.0,12.6,3.248,0.05,1100.2,245.6,28.0,2,0.63,0.49,0.344,157.9
521040,Sangma,Padra,22.264793,73.087969,3096.0,664.0,1587.0,1509.0,13.02,9.41,1,1.0,1.0,1,3,1,2.0,10.0,105.0,14.4,2.153,0.001,1094.8,244.8,35.4,3,0.73,0.75,0.431,262.7
521044,Ekalbara,Padra,22.256383,73.017797,4435.0,917.0,2308.0,2127.0,2.21,7.479,1,1.0,1.0,1,3,0,8.0,22.0,95.0,13.5,1.567,0.001,1093.0,245.6,39.7,3,0.67,0.6,0.464,370.4
521045,Mujpur,Padra,22.245552,72.992466,9410.0,1923.0,4887.0,4523.0,4.39,10.585,1,1.0,1.0,1,2,1,10.0,28.0,97.5,13.5,1.39,0.001,1107.4,248.0,41.1,3,0.77,0.75,0.492,911.5
521058,Dabhasa,Padra,22.23737,73.038788,8337.0,1708.0,4322.0,4015.0,8.29,6.953,1,0.0,1.0,1,3,1,4.0,20.0,95.0,12.6,2.848,0.0,1093.0,245.6,30.5,2,0.66,0.56,0.372,544.3
521059,Sokhdakhurd,Padra,22.244837,73.11375,2139.0,462.0,1099.0,1040.0,24.4,4.785,1,0.0,1.0,1,2,1,2.0,14.0,97.5,13.5,0.774,0.001,1096.6,247.2,45.8,3,0.59,0.38,0.508,168.7
521057,Mahuvad,Padra,22.234796,73.013282,2564.0,534.0,1336.0,1228.0,9.56,5.308,1,1.0,0.0,1,3,1,7.0,23.0,102.5,13.95,3.495,0.05,1089.4,244.8,25.7,2,0.61,0.42,0.319,130.7
521061,Darapura,Padra,22.228044,73.106676,3032.0,666.0,1589.0,1443.0,15.2,7.431,1,0.0,1.0,1,2,0,3.0,18.0,87.5,11.25,0.815,0.0,1075.0,245.6,46.4,3,0.67,0.59,0.532,288.5
521060,Patod,Padra,22.225549,73.120499,2479.0,532.0,1288.0,1191.0,16.9,4.851,1,0.0,1.0,1,2,0,3.0,19.0,87.5,11.25,0.61,0.0,1082.2,247.2,48.2,3,0.6,0.39,0.536,207.8
521055,Narsipura,Padra,22.229941,72.973697,3447.0,729.0,1747.0,1700.0,0.52,12.91,1,0.0,1.0,1,2,0,14.0,35.0,97.5,13.05,2.452,0.001,1094.8,245.6,33.3,2,0.84,0.75,0.427,289.8
521056,Dhobikuwa,Padra,22.22517,73.002439,3392.0,710.0,1739.0,1653.0,0.18,17.218,1,1.0,0.0,1,2,0,9.0,27.0,100.0,13.5,3.864,0.05,1091.2,245.6,22.9,2,0.85,0.75,0.33,220.4
521063,Latipura,Padra,22.222343,73.058454,2702.0,592.0,1427.0,1275.0,20.91,7.72,0,0.0,0.0,1,2,0,3.0,18.0,92.5,12.6,1.698,0.001,1093.0,246.4,39.3,3,0.68,0.62,0.456,224.6
521062,Ghayaj,Padra,22.219221,73.082331,2667.0,594.0,1399.0,1268.0,25.12,3.614,1,1.0,1.0,1,3,0,2.0,19.0,92.5,12.15,0.541,0.001,1085.8,245.6,47.0,3,0.56,0.29,0.519,200.9
521054,Somjipura,Padra,22.215018,72.968122,2480.0,518.0,1292.0,1188.0,1.25,9.841,1,0.0,1.0,1,2,0,14.0,35.0,100.0,13.5,3.852,0.05,1096.6,243.2,22.5,2,0.75,0.75,0.315,153.8
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,7027.0,1480.0,3604.0,3423.0,2.8,6.394,1,1.0,1.0,2,3,1,12.0,12.0,90.0,11.25,0.615,0.001,1071.4,248.0,46.8,3,0.62,0.51,0.528,630.3
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,4608.0,937.0,2406.0,2202.0,26.41,8.845,1,0.0,1.0,2,2,1,6.0,12.0,102.5,13.95,1.283,0.001,1098.4,246.4,40.9,3,0.72,0.71,0.491,435.3
519825,Rayaka,Vadodara Rural,22.439928,73.10356,1981.0,361.0,1026.0,955.0,6.71,3.329,1,1.0,1.0,2,3,0,20.0,20.0,95.0,12.15,1.97,0.001,1080.4,247.2,35.5,2,0.54,0.27,0.417,118.0
519826,Sankarda,Vadodara Rural,22.433457,73.127512,7460.0,1472.0,3908.0,3552.0,5.12,10.163,0,0.0,0.0,2,2,1,14.0,14.0,92.5,12.15,0.706,0.001,1082.2,247.2,44.4,3,0.74,0.75,0.535,785.7
519828,Sokhda,Vadodara Rural,22.424976,73.16211,12610.0,2454.0,6546.0,6064.0,10.06,10.686,1,0.0,1.0,1,2,1,8.0,12.0,95.0,11.7,1.726,0.002,1087.6,246.4,36.8,2,0.77,0.75,0.468,1161.9
519829,Padmala,Vadodara Rural,22.415159,73.132252,5446.0,1059.0,2851.0,2595.0,10.72,7.836,1,0.0,1.0,2,3,1,18.0,18.0,95.0,12.6,1.325,0.001,1084.0,246.4,40.2,3,0.69,0.63,0.484,483.4
519832,Ajod,Vadodara Rural,22.40144,73.158016,2661.0,526.0,1388.0,1273.0,16.27,6.554,1,0.0,1.0,2,2,1,20.0,20.0,100.0,0.2,1.963,0.001,850.0,120.0,26.5,1,0.65,0.52,0.379,172.5
519831,Anagadh,Vadodara Rural,22.373755,73.080302,14780.0,2815.0,7650.0,7130.0,3.83,12.999,0,0.0,0.0,2,2,1,6.0,20.0,92.5,12.15,0.098,0.001,1102.0,248.0,49.9,3,0.81,0.75,0.588,1711.0
519836,Dhanora,Vadodara Rural,22.379574,73.097867,4006.0,864.0,2099.0,1907.0,7.16,10.711,1,0.0,1.0,2,2,1,5.0,18.0,90.0,11.7,1.065,0.001,1096.6,247.2,43.7,3,0.77,0.75,0.519,409.3
519837,Kotna,Vadodara Rural,22.359605,73.058884,2902.0,594.0,1462.0,1440.0,0.48,7.01,1,0.0,1.0,2,2,1,8.0,25.0,92.5,12.15,1.13,0.001,1094.8,248.0,43.2,3,0.66,0.56,0.494,251.6
519848,Khanpur,Vadodara Rural,22.318836,73.118396,1466.0,304.0,799.0,667.0,13.17,7.596,1,0.0,1.0,2,3,0,12.0,12.0,25.0,0.2,0.822,0.001,850.0,120.0,60.2,3,0.68,0.61,0.752,199.7
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,9464.0,1841.0,4874.0,4590.0,4.21,7.663,0,0.0,0.0,2,3,1,13.0,13.0,105.0,14.4,1.714,0.001,1093.0,245.6,38.2,3,0.66,0.61,0.452,774.8
519859,Chapad,Vadodara Rural,22.229309,73.156898,2419.0,530.0,1256.0,1163.0,26.0,4.877,1,0.0,1.0,2,2,0,7.0,12.0,95.0,12.6,0.748,0.001,1087.6,246.4,45.7,3,0.6,0.39,0.511,193.3
519846,Ampad,Vadodara Rural,22.303464,73.085825,1610.0,296.0,827.0,783.0,2.8,3.508,0,0.0,0.0,2,2,1,7.0,10.0,90.0,12.15,1.537,0.001,1103.8,246.4,40.4,3,0.56,0.28,0.454,105.3
519847,Mahapura,Vadodara Rural,22.302753,73.103757,1601.0,268.0,806.0,795.0,4.62,12.315,1,0.0,1.0,2,2,0,8.0,8.0,102.5,13.95,0.686,0.0,1087.6,245.6,45.8,3,0.82,0.75,0.548,172.7
519845,Hinglot,Vadodara Rural,22.293659,73.078092,1057.0,206.0,526.0,531.0,1.7,3.872,1,0.0,1.0,2,2,0,5.0,12.0,97.5,13.05,1.694,0.001,1094.8,247.2,38.8,3,0.57,0.31,0.44,68.5
519851,Raypura,Vadodara Rural,22.279864,73.09255,5619.0,1085.0,2879.0,2740.0,0.61,12.514,0,0.0,0.0,2,2,1,8.0,8.0,95.0,12.6,1.848,0.0,1085.8,244.8,37.8,3,0.83,0.75,0.468,517.7
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,1032.0,208.0,536.0,496.0,25.0,6.255,1,0.0,1.0,2,3,0,8.0,15.0,102.5,13.5,0.002,0.001,1103.8,244.8,50.8,3,0.64,0.5,0.568,98.9
519853,Samiyala,Vadodara Rural,22.25584,73.124736,6364.0,1315.0,3249.0,3115.0,10.39,12.754,1,0.0,1.0,2,3,1,8.0,12.0,102.5,13.5,0.106,0.001,1102.0,246.4,50.3,3,0.83,0.75,0.59,739.2
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,4740.0,950.0,2492.0,2248.0,3.76,7.72,1,1.0,1.0,1,3,0,15.0,15.0,92.5,12.15,1.8,0.002,1080.4,246.4,37.6,3,0.68,0.62,0.449,387.9
251214,Padra,Padra,22.244951,73.080335,46660.0,9579.0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,,25.0,0.2,0.16,0.0,850.0,120.0,64.5,4,0.51,0.16,0.773,4706.9
520926,Kunvarwada,Dabhoi,22.252725,73.337496,1014.0,215.0,533.0,481.0,34.32,1.657,1,1.0,1.0,2,2,0,20.0,20.0,90.0,11.7,1.686,0.001,1091.2,244.8,38.4,3,0.5,0.13,0.434,55.9
520927,Vanadra,Dabhoi,22.238186,73.364509,2531.0,547.0,1296.0,1235.0,40.1,1.85,1,0.0,1.0,0,3,0,15.0,15.0,97.5,12.15,2.392,0.0,1107.4,243.2,33.4,2,0.5,0.15,0.379,124.1
520925,Saguwada,Dabhoi,22.240843,73.32019,840.0,162.0,417.0,423.0,38.57,1.883,1,0.0,1.0,0,1,1,16.0,16.0,90.0,11.7,1.437,0.001,1098.4,244.8,39.7,3,0.51,0.15,0.453,49.2
520924,Malharpura,Dabhoi,22.238425,73.302594,370.0,85.0,195.0,175.0,13.51,2.079,1,0.0,1.0,0,1,0,12.0,12.0,90.0,11.7,0.188,0.001,1098.4,243.2,48.8,3,0.51,0.17,0.539,26.2
520939,Dholar,Dabhoi,22.222189,73.395816,2049.0,491.0,1069.0,980.0,42.46,2.419,1,1.0,1.0,0,3,1,10.0,46.0,97.5,12.6,1.076,0.001,1102.0,242.4,42.2,3,0.52,0.19,0.474,130.0
520928,Mavli,Dabhoi,22.221537,73.342496,962.0,212.0,495.0,467.0,57.59,1.529,0,0.0,0.0,2,2,0,15.0,20.0,97.5,13.05,0.744,0.0,1082.2,241.6,44.7,3,0.5,0.12,0.494,59.9
520923,Rasulpura,Dabhoi,22.22173,73.317514,376.0,90.0,190.0,186.0,60.9,1.357,0,0.0,0.0,0,2,0,15.0,17.0,92.5,12.15,0.497,0.001,1084.0,243.2,46.3,3,0.48,0.11,0.509,23.9
519818,Indrad,Savli,22.439792,73.273307,1912.0,422.0,1004.0,908.0,36.77,1.828,1,1.0,1.0,2,2,0,15.0,20.0,92.5,12.15,0.947,0.001,1087.6,246.4,44.1,3,0.5,0.15,0.482,119.2
519817,Pilol,Savli,22.422196,73.230199,3242.0,646.0,1654.0,1588.0,16.19,5.376,1,1.0,0.0,2,2,0,20.0,10.0,90.0,11.7,0.339,0.001,1075.0,246.4,47.5,3,0.61,0.43,0.545,284.2
519833,Asoj,Vadodara Rural,22.421,73.199415,3801.0,827.0,1992.0,1809.0,18.71,3.474,0,0.0,0.0,2,2,1,14.0,14.0,87.5,11.7,0.704,0.001,1080.4,247.2,46.1,3,0.55,0.28,0.522,285.7
519834,Virod,Vadodara Rural,22.394473,73.226574,2461.0,506.0,1289.0,1172.0,47.3,2.254,1,0.0,1.0,2,2,1,9.0,9.0,85.0,10.8,1.235,0.001,1067.8,246.4,43.2,3,0.52,0.18,0.491,160.4
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,942.0,185.0,477.0,465.0,37.26,2.935,1,0.0,1.0,2,1,0,12.0,12.0,90.0,11.7,0.114,0.001,1094.8,247.2,50.1,3,0.52,0.23,0.548,71.4
519838,Dena,Vadodara Rural,22.365988,73.221735,2565.0,480.0,1350.0,1215.0,25.22,5.777,1,0.0,1.0,2,2,0,8.0,8.0,90.0,11.7,0.198,0.001,1096.6,247.2,48.8,3,0.62,0.46,0.557,234.7
519841,Kotali,Vadodara Rural,22.35516,73.235373,1269.0,266.0,672.0,597.0,42.71,4.067,1,1.0,1.0,2,3,0,10.0,10.0,92.5,11.7,1.044,0.001,1100.2,246.4,42.3,3,0.56,0.33,0.484,91.9
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,1618.0,344.0,857.0,761.0,57.42,3.35,1,0.0,1.0,2,3,1,12.0,12.0,97.5,12.6,1.12,0.001,1091.2,245.6,42.1,3,0.52,0.27,0.472,109.1
519849,Ankhol,Vadodara Rural,22.304008,73.270046,1129.0,233.0,599.0,530.0,56.69,3.043,1,0.0,1.0,2,2,0,5.0,5.0,90.0,11.7,0.99,0.0,1084.0,244.8,44.0,3,0.54,0.24,0.488,76.9
519850,Khatamba,Vadodara Rural,22.286521,73.27036,920.0,190.0,427.0,493.0,50.43,2.534,1,0.0,1.0,2,2,0,10.0,10.0,95.0,12.6,0.424,0.001,1091.2,244.8,47.6,3,0.53,0.2,0.522,64.8
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,751.0,167.0,376.0,375.0,36.09,1.911,1,0.0,1.0,2,3,0,12.0,12.0,87.5,11.25,0.14,0.001,1102.0,246.4,49.9,3,0.51,0.15,0.555,53.9
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,1046.0,233.0,530.0,516.0,45.89,2.193,0,0.0,0.0,2,2,0,9.0,9.0,87.5,11.25,0.948,0.001,1103.8,242.4,45.0,3,0.52,0.18,0.498,69.2
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,430.0,92.0,210.0,220.0,81.86,4.624,0,0.0,0.0,1,2,0,9.0,9.0,85.0,11.7,0.253,0.001,1098.4,244.8,51.1,3,0.59,0.37,0.569,37.7
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,1508.0,344.0,784.0,724.0,41.45,5.112,1,0.0,1.0,2,3,0,8.0,8.0,87.5,11.25,0.82,0.001,1094.8,247.2,45.6,3,0.6,0.41,0.521,124.6
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,2929.0,614.0,1479.0,1450.0,50.46,3.458,0,0.0,0.0,2,3,1,11.0,11.0,90.0,12.6,0.308,0.002,1103.8,244.8,47.4,3,0.55,0.28,0.538,226.9
519857,Vadadla,Vadodara Rural,22.248199,73.250718,2303.0,503.0,1194.0,1109.0,17.89,5.83,1,0.0,1.0,2,2,1,5.0,5.0,87.5,11.25,2.052,0.001,1076.8,245.6,36.5,2,0.62,0.47,0.437,166.4
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,298.0,75.0,160.0,138.0,34.56,1.319,1,0.0,1.0,1,2,0,11.0,11.0,90.0,11.25,0.296,0.001,1089.4,244.8,47.9,3,0.49,0.11,0.53,19.7
519863,Navapura,Vadodara Rural,22.242051,73.265192,387.0,73.0,202.0,185.0,0.0,3.794,1,0.0,1.0,1,2,0,10.0,10.0,90.0,11.7,0.796,0.001,1096.6,247.2,44.1,3,0.56,0.3,0.506,28.6
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,991.0,217.0,521.0,470.0,34.01,1.955,1,0.0,1.0,0,2,0,7.0,7.0,92.5,12.15,0.139,0.0,1111.0,244.8,49.9,3,0.51,0.16,0.539,69.7
519867,Hetampura,Vadodara Rural,22.227236,73.2839,1504.0,317.0,785.0,719.0,1.2,6.04,1,0.0,1.0,2,1,0,14.0,14.0,90.0,11.7,0.84,0.001,1075.0,245.6,44.1,3,0.63,0.48,0.513,128.5
519866,Diwalipura,Vadodara Rural,22.228,73.295272,661.0,136.0,343.0,318.0,21.63,2.146,1,0.0,1.0,2,3,0,13.0,15.0,90.0,11.7,0.759,0.001,1091.2,244.0,44.6,3,0.51,0.17,0.5,43.5
519860,Maretha,Vadodara Rural,22.223075,73.183108,1918.0,403.0,1021.0,897.0,18.2,7.959,1,1.0,1.0,2,2,0,10.0,10.0,97.5,13.05,0.479,0.001,1103.8,244.8,46.5,3,0.69,0.64,0.542,191.8
251209,Vadodara,Vadodara Rural,22.306225,73.182732,1752371.0,393887.0,0.0,0.0,,,0,0.0,0.0,0,0,0,0.0,,25.0,0.2,0.277,0.001,850.0,120.0,63.7,4,0.51,0.16,0.765,174943.6
519938,Panch Devla,Vaghodia,22.43723,73.378274,867.0,179.0,464.0,403.0,21.8,3.335,1,1.0,1.0,1,3,0,10.0,28.0,95.0,12.6,1.658,0.001,1062.4,245.6,37.7,3,0.55,0.27,0.439,54.4
519939,Abhrampura,Vaghodia,22.430948,73.384792,627.0,147.0,318.0,309.0,19.62,1.39,1,1.0,1.0,1,2,0,20.0,30.0,95.0,13.05,1.641,0.001,1082.2,244.8,38.3,3,0.49,0.11,0.431,33.7
519936,Kamrol,Vaghodia,22.426497,73.295766,2097.0,441.0,1068.0,1029.0,46.78,2.074,1,1.0,1.0,1,3,1,22.0,25.0,95.0,12.15,0.825,0.001,1084.0,246.4,44.7,3,0.51,0.17,0.492,135.8
519942,Kodarvaya,Vaghodia,22.415313,73.384313,398.0,88.0,206.0,192.0,71.11,1.579,1,0.0,1.0,1,2,0,18.0,27.0,97.5,13.05,2.881,0.0,1082.2,244.8,29.6,2,0.5,0.13,0.346,17.5
519935,Amreshwar,Vaghodia,22.413419,73.264611,480.0,106.0,249.0,231.0,45.0,1.943,1,0.0,1.0,1,2,0,17.0,17.0,97.5,13.05,1.513,0.001,1094.8,245.6,40.9,3,0.51,0.16,0.443,27.7
519950,Kotambi,Vaghodia,22.396152,73.312378,3740.0,755.0,1900.0,1840.0,47.57,1.918,1,1.0,1.0,1,3,0,14.0,14.0,90.0,11.7,0.35,0.001,1076.8,243.2,47.5,3,0.5,0.15,0.527,255.0
519937,Lilora,Vaghodia,22.428497,73.363664,1698.0,371.0,864.0,834.0,28.03,3.093,1,1.0,1.0,1,3,1,14.0,25.0,102.5,13.95,1.867,0.0,1091.2,244.0,38.1,3,0.54,0.25,0.422,100.8
519943,Vyankatpura,Vaghodia,22.404352,73.368516,592.0,134.0,298.0,294.0,63.68,1.194,1,0.0,1.0,1,2,0,15.0,25.0,100.0,13.5,1.44,0.0,1089.4,244.0,40.8,3,0.49,0.1,0.445,32.6
519945,Rahkui,Vaghodia,22.408263,73.335659,773.0,169.0,385.0,388.0,80.6,2.534,0,0.0,0.0,1,2,0,16.0,20.0,100.0,13.5,1.146,0.001,1085.8,244.0,42.7,3,0.53,0.2,0.471,49.2
519946,Ganeshpura,Vaghodia,22.402363,73.274967,981.0,204.0,502.0,479.0,40.06,1.666,1,0.0,1.0,1,2,0,16.0,16.0,97.5,12.6,1.281,0.001,1084.0,245.6,40.7,3,0.5,0.13,0.458,57.1
519944,Amrutpura,Vaghodia,22.398513,73.352163,409.0,88.0,210.0,199.0,90.46,1.561,1,0.0,1.0,1,1,0,15.0,27.0,92.5,12.15,0.365,0.0,1084.0,244.0,46.8,3,0.5,0.12,0.522,26.9
519947,Bhaniyara,Vaghodia,22.393587,73.264179,1796.0,405.0,929.0,867.0,26.28,2.595,1,1.0,1.0,1,3,1,13.0,13.0,92.5,12.15,0.018,0.001,1078.6,245.6,50.1,3,0.53,0.21,0.551,134.7
519954,Jafarpura,Vaghodia,22.389601,73.367701,358.0,81.0,192.0,166.0,53.35,2.452,0,0.0,0.0,1,1,0,18.0,25.0,95.0,12.6,0.236,0.0,1075.0,247.2,48.4,3,0.52,0.2,0.535,25.9
519952,Intoli,Vaghodia,22.38544,73.332133,1060.0,204.0,527.0,533.0,2.92,4.69,0,0.0,0.0,1,2,0,12.0,12.0,92.5,12.6,1.382,0.001,1064.2,244.8,40.0,3,0.59,0.38,0.464,76.4
519953,Rasulabad,Vaghodia,22.379755,73.345826,2279.0,453.0,1150.0,1129.0,43.97,2.185,1,1.0,1.0,1,3,1,16.0,24.0,90.0,11.7,1.678,0.0,1076.8,244.8,38.2,3,0.52,0.17,0.437,131.1
519957,Rayan Talavadi,Vaghodia,22.369731,73.378642,1597.0,336.0,856.0,741.0,24.67,2.442,1,1.0,1.0,1,1,1,15.0,20.0,92.5,12.15,1.758,0.0,1067.8,248.0,37.5,3,0.52,0.2,0.429,92.5
519948,Bhaupura,Vaghodia,22.379426,73.279252,663.0,143.0,335.0,328.0,28.21,2.046,1,1.0,1.0,1,3,0,15.0,15.0,97.5,13.05,0.663,0.001,1087.6,246.4,45.4,3,0.51,0.16,0.503,43.5
519951,Sakariya,Vaghodia,22.370251,73.321545,654.0,163.0,330.0,324.0,62.84,1.546,1,1.0,1.0,1,2,0,12.0,12.0,92.5,12.15,1.932,0.001,1080.4,244.0,38.3,3,0.5,0.12,0.412,34.0
519949,Kumetha,Vaghodia,22.36591,73.282281,1595.0,298.0,840.0,755.0,18.06,2.058,1,1.0,1.0,1,2,1,12.0,12.0,90.0,12.15,2.163,0.0,1082.2,245.6,35.5,2,0.51,0.16,0.402,83.7
519958,Morlipura,Vaghodia,22.361659,73.295115,993.0,209.0,513.0,480.0,17.72,2.52,1,1.0,1.0,1,2,0,9.0,9.0,100.0,13.5,2.993,0.0,1084.0,244.8,30.1,2,0.53,0.2,0.342,45.8
519962,Raval,Vaghodia,22.347207,73.346467,2702.0,575.0,1393.0,1309.0,40.64,2.183,1,1.0,1.0,1,3,1,9.0,15.0,100.0,13.5,2.003,0.0,1093.0,244.8,37.2,3,0.52,0.17,0.41,145.8
519963,Sanoli,Vaghodia,22.346867,73.382726,1202.0,250.0,616.0,586.0,50.42,1.164,1,1.0,1.0,1,1,0,7.0,22.0,100.0,13.05,1.506,0.0,1084.0,245.6,40.1,3,0.48,0.09,0.439,64.7
519961,Nimetha,Vaghodia,22.346736,73.31377,2328.0,458.0,1189.0,1139.0,55.28,1.73,1,0.0,1.0,1,2,1,12.0,12.0,102.5,13.95,3.533,0.05,1087.6,244.0,24.8,2,0.5,0.14,0.3,89.6
519960,Jesangpura,Vaghodia,22.337236,73.288132,811.0,162.0,423.0,388.0,29.84,3.06,1,0.0,1.0,1,2,0,10.0,10.0,95.0,12.6,1.906,0.0,1076.8,246.4,36.4,2,0.54,0.24,0.421,47.6
519978,Chipad,Vaghodia,22.331109,73.336834,944.0,204.0,503.0,441.0,16.84,1.975,1,0.0,1.0,1,2,0,10.0,16.0,102.5,14.85,1.162,0.001,1093.0,244.8,44.6,3,0.51,0.16,0.468,57.7
519984,Gajadra,Vaghodia,22.320324,73.360103,1685.0,366.0,851.0,834.0,45.22,1.95,0,0.0,0.0,1,2,0,9.0,15.0,100.0,13.05,0.636,0.001,1091.2,244.8,46.9,3,0.51,0.16,0.504,110.8
519979,Navi Jambuvai,Vaghodia,22.331554,73.307663,491.0,116.0,265.0,226.0,35.64,2.063,1,0.0,1.0,1,2,0,10.0,16.0,92.5,12.15,1.861,0.0,1082.2,244.0,36.8,3,0.51,0.17,0.418,27.0
519959,Sikandarpura,Vaghodia,22.333964,73.270463,2905.0,653.0,1538.0,1367.0,11.6,18.043,1,0.0,1.0,1,1,0,7.0,7.0,97.5,13.05,2.805,0.0,1075.0,245.6,29.6,2,0.85,0.75,0.404,231.1
519982,Shripore Timbi,Vaghodia,22.316,73.300323,670.0,142.0,348.0,322.0,40.6,1.393,1,1.0,0.0,1,2,0,6.0,6.0,100.0,13.95,0.677,0.001,1096.6,244.0,46.6,3,0.49,0.11,0.498,41.7
519977,Khandha,Vaghodia,22.325434,73.374753,1128.0,223.0,578.0,550.0,52.3,2.93,1,0.0,1.0,1,2,0,6.0,22.0,97.5,13.05,0.051,0.0,1093.0,245.6,51.1,3,0.54,0.23,0.55,85.8
519976,Nava Ajva,Vaghodia,22.323725,73.395499,869.0,200.0,450.0,419.0,46.61,1.36,1,1.0,1.0,1,2,0,4.0,25.0,95.0,12.6,0.243,0.0,1082.2,247.2,47.7,3,0.49,0.11,0.53,57.5
519980,Bakrol,Vaghodia,22.323132,73.284063,1017.0,190.0,509.0,508.0,49.26,1.496,1,1.0,0.0,1,2,0,6.0,6.0,100.0,13.5,1.03,0.0,1089.4,246.4,44.0,3,0.49,0.12,0.475,60.9
520006,Ropa,Vaghodia,22.267676,73.333045,633.0,127.0,327.0,306.0,30.02,3.659,1,0.0,1.0,1,0,0,13.0,13.0,92.5,12.15,0.119,0.001,1100.2,244.8,49.2,3,0.56,0.29,0.548,50.3
519983,Bhadol Khurd,Vaghodia,22.318998,73.322901,458.0,101.0,238.0,220.0,22.27,2.091,1,0.0,1.0,1,2,0,11.0,18.0,105.0,13.95,1.922,0.001,1093.0,243.2,38.9,3,0.51,0.17,0.414,25.0
519981,Hanumanpura,Vaghodia,22.315167,73.270079,504.0,121.0,255.0,249.0,41.47,2.008,1,1.0,0.0,1,2,0,6.0,6.0,92.5,12.15,1.83,0.0,1091.2,246.4,36.3,2,0.51,0.16,0.422,27.8
520000,Alva,Vaghodia,22.308185,73.32646,2066.0,415.0,1052.0,1014.0,22.07,3.183,1,0.0,1.0,1,2,1,10.0,17.0,97.5,12.6,0.679,0.001,1084.0,244.0,45.4,3,0.55,0.25,0.507,147.3
520001,Amodar,Vaghodia,22.298566,73.303627,1591.0,348.0,805.0,786.0,21.43,4.749,0,0.0,0.0,1,3,0,4.0,4.0,102.5,13.95,0.875,0.001,1076.8,243.2,43.6,3,0.59,0.38,0.499,123.3
520007,Limda,Vaghodia,22.283762,73.362083,2608.0,574.0,1319.0,1289.0,54.68,2.981,1,0.0,1.0,1,3,1,5.0,15.0,85.0,10.8,0.183,0.001,1094.8,245.6,51.1,3,0.54,0.24,0.567,206.3
519999,Kamlapura,Vaghodia,22.287513,73.334125,433.0,81.0,215.0,218.0,66.97,1.498,1,0.0,1.0,1,2,0,10.0,25.0,92.5,12.15,1.613,0.001,1087.6,245.6,38.7,3,0.49,0.12,0.433,23.6
519998,Dattapura,Vaghodia,22.290134,73.350391,40.0,10.0,22.0,18.0,50.0,0.305,0,0.0,0.0,0,1,0,6.0,14.0,92.5,12.15,0.798,0.001,1084.0,245.6,45.0,3,0.46,0.05,0.486,2.3
520003,Pipaliya,Vaghodia,22.286007,73.31567,1320.0,291.0,693.0,627.0,56.29,2.082,0,0.0,0.0,1,3,1,8.0,18.0,90.0,11.7,0.914,0.001,1076.8,244.0,44.1,3,0.51,0.17,0.489,85.0
