village_code,village_name,subdistrict,latitude,longitude,total_population,surface_water_exposure,road_connectivity_score,drainage_quality_score,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_1hr_intensity_mm_EXTERNAL_TOFILL,rainfall_3hr_intensity_mm_EXTERNAL_TOFILL,rainfall_24hr_intensity_mm_EXTERNAL_TOFILL,antecedent_rainfall_7day_mm_EXTERNAL_TOFILL,distance_to_vishwamitri_river_km_EXTERNAL_TOFILL,historical_cloudburst_flag_EXTERNAL_TOFILL,cloudburst_exceedance_probability_TARGET,intensity_3hr,topography_rainfall,cloudburst_exposure,drainage_vulnerability
519963,Sanoli,Vaghodia,22.346867,73.382726,1202.0,1,1,1,100.0,13.05,0.0,93.3,159.6,245.6,303.5,1.506,1,0.95,233.25,93.3,1141.8999999999999,0.6333333333333334
519961,Nimetha,Vaghodia,22.346736,73.31377,2328.0,1,2,1,102.5,13.95,0.05,92.7,158.6,244.0,304.5,3.533,1,0.95,231.75,95.0175,2211.6,0.6333333333333334
519960,Jesangpura,Vaghodia,22.337236,73.288132,811.0,1,2,1,95.0,12.6,0.0,93.6,160.2,246.4,301.5,1.906,1,0.932,234.0,88.92,755.8520000000001,0.6213333333333334
519978,Chipad,Vaghodia,22.331109,73.336834,944.0,1,2,1,102.5,14.85,0.001,93.0,159.1,244.8,306.0,1.162,1,0.95,232.5,95.325,896.8,0.6333333333333334
519984,Gajadra,Vaghodia,22.320324,73.360103,1685.0,0,2,1,100.0,13.05,0.001,93.0,159.1,244.8,305.5,0.636,1,0.95,232.5,93.0,1600.75,0.6333333333333334
519979,Navi Jambuvai,Vaghodia,22.331554,73.307663,491.0,1,2,1,92.5,12.15,0.0,92.7,158.6,244.0,303.0,1.861,1,0.911,231.75,85.7475,447.301,0.6073333333333334
519959,Sikandarpura,Vaghodia,22.333964,73.270463,2905.0,1,1,1,97.5,13.05,0.0,93.3,159.6,245.6,301.0,2.805,1,0.949,233.25,90.9675,2756.845,0.6326666666666667
519982,Shripore Timbi,Vaghodia,22.316,73.300323,670.0,1,2,1,100.0,13.95,0.001,92.7,158.6,244.0,307.0,0.677,1,0.95,231.75,92.7,636.5,0.6333333333333334
519977,Khandha,Vaghodia,22.325434,73.374753,1128.0,1,2,1,97.5,13.05,0.0,93.3,159.6,245.6,306.0,0.051,1,0.95,233.25,90.9675,1071.6,0.6333333333333334
519976,Nava Ajva,Vaghodia,22.323725,73.395499,869.0,1,2,1,95.0,12.6,0.0,93.9,160.7,247.2,303.0,0.243,1,0.935,234.75,89.205,812.5150000000001,0.6233333333333334
519980,Bakrol,Vaghodia,22.323132,73.284063,1017.0,1,2,1,100.0,13.5,0.0,93.6,160.2,246.4,305.0,1.03,1,0.95,234.0,93.6,966.15,0.6333333333333334
520006,Ropa,Vaghodia,22.267676,73.333045,633.0,1,0,1,92.5,12.15,0.001,93.0,159.1,244.8,308.1,0.119,1,0.917,232.5,86.025,580.461,0.6113333333333334
519983,Bhadol Khurd,Vaghodia,22.318998,73.322901,458.0,1,2,1,105.0,13.95,0.001,92.4,158.1,243.2,306.0,1.922,1,0.95,231.0,97.02,435.09999999999997,0.6333333333333334
519981,Hanumanpura,Vaghodia,22.315167,73.270079,504.0,1,2,1,92.5,12.15,0.0,93.6,160.2,246.4,305.5,1.83,1,0.917,234.0,86.58,462.168,0.6113333333333334
520000,Alva,Vaghodia,22.308185,73.32646,2066.0,1,2,1,97.5,12.6,0.001,92.7,158.6,244.0,303.5,0.679,1,0.938,231.75,90.3825,1937.908,0.6253333333333334
520001,Amodar,Vaghodia,22.298566,73.303627,1591.0,0,3,1,102.5,13.95,0.001,92.4,158.1,243.2,301.5,0.875,1,0.95,231.0,94.71,1511.4499999999998,0.6333333333333334
520007,Limda,Vaghodia,22.283762,73.362083,2608.0,1,3,1,85.0,10.8,0.001,93.3,159.6,245.6,306.5,0.183,1,0.865,233.25,79.305,2255.92,0.5766666666666668
519999,Kamlapura,Vaghodia,22.287513,73.334125,433.0,1,2,1,92.5,12.15,0.001,93.3,159.6,245.6,304.5,1.613,1,0.915,233.25,86.3025,396.195,0.6100000000000001
519998,Dattapura,Vaghodia,22.290134,73.350391,40.0,0,1,0,92.5,12.15,0.001,93.3,159.6,245.6,303.5,0.798,1,0.914,233.25,86.3025,36.56,0.914
520003,Pipaliya,Vaghodia,22.286007,73.31567,1320.0,0,3,1,90.0,11.7,0.001,92.7,158.6,244.0,301.5,0.914,1,0.892,231.75,83.43,1177.44,0.5946666666666668
520002,Pavlepur,Vaghodia,22.284299,73.289908,1313.0,0,3,1,92.5,12.15,0.001,92.4,158.1,243.2,303.0,0.834,1,0.91,231.0,85.47,1194.83,0.6066666666666668
520008,Madheli,Vaghodia,22.265344,73.374207,2057.0,1,3,1,90.0,11.7,0.001,93.0,159.1,244.8,307.6,1.307,1,0.899,232.5,83.7,1849.243,0.5993333333333334
520004,Umarva,Vaghodia,22.269155,73.310472,1090.0,0,1,1,95.0,13.05,0.001,92.4,158.1,243.2,304.5,1.056,1,0.941,231.0,87.78,1025.69,0.6273333333333334
520005,Mastupura,Vaghodia,22.258596,73.318803,487.0,1,2,1,92.5,12.15,0.0,92.7,158.6,244.0,308.1,0.202,1,0.916,231.75,85.7475,446.09200000000004,0.6106666666666668
520019,Falod,Vaghodia,22.251891,73.393337,1903.0,1,2,1,100.0,13.5,0.001,92.4,158.1,243.2,310.6,0.473,1,0.95,231.0,92.4,1807.85,0.6333333333333334
519927,Alamgir,Vadodara Rural,22.211725,73.197007,0.0,0,0,0,85.0,10.8,0.0,93.0,159.1,244.8,304.0,1.239,1,0.862,232.5,79.05,0.0,0.862
519906,Nandesari,Vadodara Rural,22.41435,73.095614,8290.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,1.095,0,0.388,114.0,11.4,3216.52,0.388
519909,Bajwa,Vadodara Rural,22.366252,73.140935,9611.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.401,0,0.388,114.0,11.4,3729.068,0.388
519907,Ranoli,Vadodara Rural,22.398552,73.131306,11726.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,1.995,0,0.388,114.0,11.4,4549.688,0.388
519908,Karachiya,Vadodara Rural,22.379471,73.131637,7103.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.471,0,0.388,114.0,11.4,2755.964,0.388
519910,Jawaharnagar Gujarat Refinery CT,Vadodara Rural,22.359056,73.132399,3417.0,0,0,0,102.5,13.95,0.001,93.3,159.6,245.6,309.1,1.587,1,0.95,233.25,95.6325,3246.1499999999996,0.95
802593,Nandesari INA,Vadodara Rural,22.403717,73.104746,3679.0,0,0,0,90.0,11.7,0.001,93.9,160.7,247.2,309.6,0.155,1,0.904,234.75,84.51,3325.8160000000003,0.904
802595,GSFC Complex INA,Vadodara Rural,22.372328,73.152346,2242.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.918,0,0.388,114.0,11.4,869.8960000000001,0.388
802594,Petro Chemical Complex INA,Vadodara Rural,22.389119,73.111768,1951.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,1.394,0,0.388,114.0,11.4,756.988,0.388
519911,Undera,Vadodara Rural,22.343372,73.137039,16902.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.478,0,0.388,114.0,11.4,6557.976000000001,0.388
519919,Dasharath,Vadodara Rural,22.385983,73.157488,0.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,1.656,0,0.388,114.0,11.4,0.0,0.388
999999,Sayaji Sarovar,Vaghodia,22.380487,73.406611,0.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.401,0,0.388,114.0,11.4,0.0,0.388
519923,Gorva OG,Vadodara Rural,22.338225,73.15438,0.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.656,0,0.388,114.0,11.4,0.0,0.388
519924,Sevasi,Vadodara Rural,22.306627,73.117423,0.0,0,0,0,102.5,13.95,0.001,93.0,159.1,244.8,307.6,0.5,1,0.95,232.5,95.325,0.0,0.95
519918,Kalali OG,Vadodara Rural,22.250808,73.16557,0.0,0,0,0,102.5,12.6,0.0,93.3,159.6,245.6,310.1,0.171,1,0.95,233.25,95.6325,0.0,0.95
519925,Bhayli,Vadodara Rural,22.281721,73.121784,0.0,0,0,0,100.0,13.5,0.001,93.3,159.6,245.6,310.1,0.847,1,0.95,233.25,93.3,0.0,0.95
519926,Bil,Vadodara Rural,22.248134,73.140536,0.0,0,0,0,90.0,11.7,0.002,93.3,159.6,245.6,307.6,1.387,1,0.9,233.25,83.97,0.0,0.9
519913,Karodiya OG,Vadodara Rural,22.349552,73.162735,0.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.692,0,0.388,114.0,11.4,0.0,0.388
519912,Tarsali CT,Vadodara Rural,22.246946,73.229342,4929.0,0,0,0,92.5,12.15,0.001,92.7,158.6,244.0,307.6,0.233,1,0.915,231.75,85.7475,4510.035,0.915
520022,Jarod CT,Vaghodia,22.429672,73.332882,7200.0,0,0,0,97.5,13.05,0.0,92.7,158.6,244.0,299.5,1.098,1,0.946,231.75,90.3825,6811.2,0.946
520023,Vaghodia CT,Vaghodia,22.297497,73.39063,16604.0,0,0,0,25.0,0.2,0.0,45.6,78.0,120.0,238.0,1.441,0,0.388,114.0,11.4,6442.352,0.388
802598,Vaghodia INA,Vaghodia,22.311117,73.38898,248.0,0,0,0,97.5,13.05,0.001,93.6,160.2,246.4,304.5,0.978,1,0.95,234.0,91.26,235.6,0.95
519921,Dumad,Vadodara Rural,22.376152,73.201184,0.0,0,0,0,87.5,11.25,0.001,93.9,160.7,247.2,305.0,1.72,1,0.883,234.75,82.1625,0.0,0.883
519922,Vemali,Vadodara Rural,22.35407,73.209843,0.0,0,0,0,87.5,11.25,0.001,93.9,160.7,247.2,309.6,0.193,1,0.887,234.75,82.1625,0.0,0.887
519916,Sayajipura OG,Vadodara Rural,22.325296,73.25876,0.0,0,0,0,25.0,0.2,0.0,45.6,78.0,120.0,238.0,2.62,0,0.388,114.0,11.4,0.0,0.388
519917,Bapod OG,Vadodara Rural,22.299225,73.259733,0.0,0,0,0,85.0,10.8,0.0,93.6,160.2,246.4,305.0,1.728,1,0.865,234.0,79.55999999999999,0.0,0.865
519914,Harni OG,Vadodara Rural,22.344634,73.257466,0.0,0,0,0,95.0,12.6,0.0,93.3,159.6,245.6,308.1,2.846,1,0.937,233.25,88.635,0.0,0.937
520943,Bamboj,Dabhoi,22.211975,73.457983,1331.0,1,2,0,92.5,12.15,0.001,93.3,159.6,245.6,306.5,0.659,1,0.917,233.25,86.3025,1220.527,0.917
520945,Lunadra,Dabhoi,22.206681,73.479518,245.0,0,2,1,95.0,13.05,0.001,93.6,160.2,246.4,306.0,0.048,1,0.947,234.0,88.92,232.015,0.6313333333333334
520942,Naranpura,Dabhoi,22.204176,73.42546,180.0,1,2,0,95.0,13.05,0.001,93.9,160.7,247.2,305.0,0.348,1,0.947,234.75,89.205,170.45999999999998,0.947
520946,Simaliya,Dabhoi,22.19153,73.482411,3180.0,1,3,0,92.5,12.15,0.0,93.6,160.2,246.4,305.5,1.524,1,0.917,234.0,86.58,2916.06,0.917
520947,Sunvalja,Dabhoi,22.193872,73.456124,492.0,0,2,0,97.5,13.05,0.001,93.0,159.1,244.8,307.0,1.0,1,0.95,232.5,90.675,467.4,0.95
520941,Karalipura,Dabhoi,22.196452,73.417099,306.0,1,2,0,95.0,12.6,0.001,93.9,160.7,247.2,304.5,0.55,1,0.936,234.75,89.205,286.416,0.936
520948,Dangiwada,Dabhoi,22.186472,73.434297,737.0,1,2,2,87.5,11.25,0.001,93.6,160.2,246.4,307.6,1.306,1,0.884,234.0,81.89999999999999,651.508,0.2946666666666667
520965,Gopalpura,Dabhoi,22.169907,73.49663,517.0,1,3,2,25.0,0.2,0.05,45.6,78.0,120.0,238.0,3.111,0,0.388,114.0,11.4,200.596,0.12933333333333336
520950,Vasaipura,Dabhoi,22.178906,73.405451,534.0,0,3,0,87.5,12.15,0.001,93.0,159.1,244.8,307.0,0.663,1,0.901,232.5,81.375,481.134,0.901
520949,Pragpura,Dabhoi,22.180934,73.423394,425.0,1,2,1,87.5,11.7,0.001,93.0,159.1,244.8,309.1,0.888,1,0.893,232.5,81.375,379.52500000000003,0.5953333333333334
520964,Akotadar,Dabhoi,22.17537,73.463987,1395.0,0,2,2,87.5,11.25,0.001,93.3,159.6,245.6,304.0,0.455,1,0.88,233.25,81.6375,1227.6,0.2933333333333334
520963,Pansoli,Dabhoi,22.166243,73.452333,2213.0,1,3,2,87.5,11.7,0.0,93.6,160.2,246.4,303.5,0.279,1,0.89,234.0,81.89999999999999,1969.57,0.2966666666666667
520962,Morpura,Dabhoi,22.16282,73.420509,492.0,1,2,0,87.5,11.25,0.0,93.0,159.1,244.8,304.0,1.118,1,0.879,232.5,81.375,432.468,0.879
520966,Vadhvana,Dabhoi,22.150349,73.491283,1357.0,1,1,1,92.5,12.15,0.001,93.6,160.2,246.4,305.5,2.571,1,0.917,234.0,86.58,1244.3690000000001,0.6113333333333334
520967,Samsherpura,Dabhoi,22.150824,73.481159,383.0,1,1,0,92.5,12.15,0.0,93.6,160.2,246.4,309.6,2.305,1,0.921,234.0,86.58,352.743,0.921
520968,Kukad,Dabhoi,22.143096,73.46806,1501.0,1,2,0,92.5,12.15,0.0,93.6,160.2,246.4,306.0,2.614,1,0.918,234.0,86.58,1377.9180000000001,0.918
520969,Timbi,Dabhoi,22.15226,73.418344,1001.0,1,3,1,85.0,10.8,0.0,93.6,160.2,246.4,308.1,1.69,1,0.868,234.0,79.55999999999999,868.8679999999999,0.5786666666666668
520970,Tarsana,Dabhoi,22.143425,73.407585,1108.0,1,3,2,87.5,11.7,0.0,93.9,160.7,247.2,305.5,1.318,1,0.893,234.75,82.1625,989.4440000000001,0.2976666666666667
520944,Amreshwar,Dabhoi,22.227089,73.472862,788.0,1,2,0,97.5,13.05,0.001,93.0,159.1,244.8,307.0,0.626,1,0.95,232.5,90.675,748.5999999999999,0.95
519975,Madodhar,Vaghodia,22.324726,73.419003,4634.0,1,3,1,97.5,13.05,0.0,93.6,160.2,246.4,302.5,0.355,1,0.95,234.0,91.26,4402.3,0.6333333333333334
519974,Sangadol,Vaghodia,22.317903,73.442354,2626.0,0,2,1,92.5,12.15,0.0,93.6,160.2,246.4,305.0,1.298,1,0.917,234.0,86.58,2408.042,0.6113333333333334
519971,Chipat,Vaghodia,22.326852,73.514534,408.0,0,2,1,87.5,11.25,0.0,93.9,160.7,247.2,302.5,2.448,1,0.881,234.75,82.1625,359.448,0.5873333333333334
520012,Kachhota,Vaghodia,22.265121,73.51416,263.0,1,2,1,102.5,13.95,0.001,93.0,159.1,244.8,313.1,1.042,1,0.95,232.5,95.325,249.85,0.6333333333333334
519988,Vedpur,Vaghodia,22.312013,73.529351,1603.0,1,2,1,85.0,11.25,0.0,94.2,161.2,248.0,306.0,2.195,1,0.878,235.5,80.07,1407.434,0.5853333333333334
519986,Ghodadra,Vaghodia,22.305494,73.459221,1564.0,1,2,1,100.0,13.5,0.001,93.6,160.2,246.4,306.5,0.91,1,0.95,234.0,93.6,1485.8,0.6333333333333334
519987,Asha,Vaghodia,22.308156,73.496906,336.0,1,2,1,90.0,11.7,0.0,94.2,161.2,248.0,301.0,1.351,1,0.898,235.5,84.78,301.728,0.5986666666666668
519989,Moti Manekpur,Vaghodia,22.298435,73.531655,806.0,1,2,1,87.5,11.25,0.0,94.5,161.7,248.8,302.5,1.071,1,0.883,236.25,82.6875,711.698,0.5886666666666668
519993,Vasvel,Vaghodia,22.296555,73.472661,1880.0,0,2,1,92.5,12.15,0.0,93.6,160.2,246.4,305.5,1.535,1,0.917,234.0,86.58,1723.96,0.6113333333333334
519992,Saidal,Vaghodia,22.286926,73.50285,1792.0,1,2,1,95.0,12.6,0.0,93.6,160.2,246.4,306.0,2.245,1,0.936,234.0,88.92,1677.3120000000001,0.6240000000000001
519985,Timbi,Vaghodia,22.299284,73.418253,685.0,0,3,1,97.5,13.05,0.001,93.3,159.6,245.6,305.5,1.294,1,0.95,233.25,90.9675,650.75,0.6333333333333334
519996,Dankheda,Vaghodia,22.286677,73.436341,794.0,1,3,1,95.0,12.6,0.001,93.3,159.6,245.6,311.6,0.289,1,0.94,233.25,88.635,746.36,0.6266666666666667
519990,Nani Manekpur,Vaghodia,22.288167,73.543629,207.0,1,2,1,97.5,13.95,0.0,94.2,161.2,248.0,306.5,0.43,1,0.95,235.5,91.845,196.64999999999998,0.6333333333333334
519997,Tavra,Vaghodia,22.286469,73.417679,1427.0,0,2,1,97.5,13.05,0.001,93.9,160.7,247.2,306.0,1.103,1,0.95,234.75,91.5525,1355.6499999999999,0.6333333333333334
519994,Chandpur,Vaghodia,22.285523,73.475938,378.0,1,2,1,100.0,13.5,0.0,94.2,161.2,248.0,314.6,2.684,1,0.95,235.5,94.2,359.09999999999997,0.6333333333333334
520013,Rustampura,Vaghodia,22.276456,73.536888,1460.0,1,2,1,100.0,13.5,0.001,93.9,160.7,247.2,307.0,0.785,1,0.95,234.75,93.9,1387.0,0.6333333333333334
519995,Ambali,Vaghodia,22.278101,73.446408,934.0,1,3,1,97.5,13.05,0.001,93.9,160.7,247.2,301.5,0.688,1,0.95,234.75,91.5525,887.3,0.6333333333333334
520010,Gugalpur,Vaghodia,22.267272,73.467115,448.0,1,3,1,95.0,13.05,0.0,92.7,158.6,244.0,310.6,2.216,1,0.947,231.75,88.065,424.256,0.6313333333333334
520009,Vejalpur,Vaghodia,22.27193,73.405579,1589.0,1,1,1,95.0,12.6,0.001,93.0,159.1,244.8,305.0,0.919,1,0.933,232.5,88.35,1482.537,0.6220000000000001
520011,Khervadi,Vaghodia,22.262781,73.483262,1207.0,1,3,1,100.0,13.5,0.0,92.4,158.1,243.2,311.6,1.598,1,0.95,231.0,92.4,1146.6499999999999,0.6333333333333334
520018,Vyara,Vaghodia,22.252538,73.422919,4994.0,1,2,1,90.0,12.6,0.001,93.6,160.2,246.4,302.5,1.556,1,0.917,234.0,84.24,4579.4980000000005,0.6113333333333334
520014,Ghoda,Vaghodia,22.264944,73.528892,554.0,1,2,1,107.5,14.85,0.001,93.3,159.6,245.6,311.6,0.04,1,0.95,233.25,100.2975,526.3,0.6333333333333334
520015,Nurpuri,Vaghodia,22.255319,73.516521,356.0,1,3,1,102.5,13.05,0.001,93.6,160.2,246.4,311.6,0.412,1,0.95,234.0,95.94,338.2,0.6333333333333334
520016,Tarsva,Vaghodia,22.247893,73.482445,1537.0,1,3,1,97.5,13.05,0.0,92.4,158.1,243.2,309.6,0.537,1,0.95,231.0,90.09,1460.1499999999999,0.6333333333333334
520017,Jambuwada,Vaghodia,22.235421,73.446638,1233.0,1,2,1,97.5,13.05,0.001,93.3,159.6,245.6,307.6,0.561,1,0.95,233.25,90.9675,1171.35,0.6333333333333334
520020,Antoli,Vaghodia,22.221961,73.417043,1292.0,1,2,1,90.0,11.7,0.001,93.9,160.7,247.2,303.5,1.029,1,0.899,234.75,84.51,1161.508,0.5993333333333334
520021,Karamliya Pura,Vaghodia,22.217807,73.437697,1336.0,1,2,1,90.0,11.7,0.001,93.3,159.6,245.6,303.0,0.386,1,0.896,233.25,83.97,1197.056,0.5973333333333334
519991,Koba,Vaghodia,22.284556,73.521797,0.0,0,0,0,97.5,13.5,0.001,93.9,160.7,247.2,302.5,2.243,1,0.95,234.75,91.5525,0.0,0.95
519940,Adiran,Vaghodia,22.436866,73.411595,2423.0,1,1,1,92.5,12.15,0.0,93.0,159.1,244.8,303.0,0.16,1,0.913,232.5,86.025,2212.199,0.6086666666666668
519955,Navgam,Vaghodia,22.407331,73.435575,1353.0,1,3,1,97.5,12.6,0.0,93.6,160.2,246.4,300.0,1.187,1,0.939,234.0,91.26,1270.4669999999999,0.626
519941,Karmasiya Kheda,Vaghodia,22.410759,73.412333,3574.0,1,2,1,92.5,12.15,0.001,93.3,159.6,245.6,301.0,0.824,1,0.912,233.25,86.3025,3259.4880000000003,0.6080000000000001
519956,Gutal,Vaghodia,22.373695,73.447886,3767.0,0,3,1,92.5,12.15,0.0,93.6,160.2,246.4,307.0,0.715,1,0.919,234.0,86.58,3461.873,0.6126666666666668
519964,Juna Rampura,Vaghodia,22.3582,73.410424,1280.0,1,2,1,105.0,14.4,0.0,93.0,159.1,244.8,306.0,2.076,1,0.95,232.5,97.65,1216.0,0.6333333333333334
519967,Dundelav,Vaghodia,22.347733,73.465353,599.0,0,2,1,97.5,13.05,0.001,93.0,159.1,244.8,299.5,0.557,1,0.947,232.5,90.675,567.2529999999999,0.6313333333333334
519973,Goraj,Vaghodia,22.332591,73.47929,5093.0,1,2,1,97.5,13.05,0.001,93.6,160.2,246.4,308.1,0.313,1,0.95,234.0,91.26,4838.349999999999,0.6333333333333334
519965,Nava Rampura,Vaghodia,22.344775,73.408848,608.0,1,2,1,97.5,13.05,0.0,93.0,159.1,244.8,306.0,1.446,1,0.95,232.5,90.675,577.6,0.6333333333333334
519966,Vesaniya,Vaghodia,22.342325,73.438877,1007.0,1,3,1,100.0,13.5,0.0,93.0,159.1,244.8,302.5,2.788,1,0.95,232.5,93.0,956.65,0.6333333333333334
519968,Valva,Vaghodia,22.342418,73.503181,700.0,1,2,1,92.5,12.15,0.001,93.6,160.2,246.4,306.5,0.619,1,0.918,234.0,86.58,642.6,0.6120000000000001
519969,Hamirpuri,Vaghodia,22.339955,73.525062,127.0,1,2,1,95.0,12.6,0.0,94.2,161.2,248.0,303.0,2.02,1,0.936,235.5,89.49,118.872,0.6240000000000001
519970,Dharola,Vaghodia,22.334722,73.546397,283.0,0,2,1,97.5,11.7,0.05,93.6,160.2,246.4,300.0,3.608,1,0.917,234.0,91.26,259.511,0.6113333333333334
519972,Gambhirpura,Vaghodia,22.333731,73.521104,711.0,1,2,1,92.5,12.15,0.0,93.9,160.7,247.2,303.5,2.311,1,0.917,234.75,86.8575,651.9870000000001,0.6113333333333334
519768,Wankaner,Savli,22.552458,73.177017,8770.0,1,2,2,92.5,11.7,0.001,93.9,160.7,247.2,298.5,2.523,1,0.902,234.75,86.8575,7910.54,0.3006666666666667
519787,Bhadarva,Savli,22.510437,73.129922,5951.0,0,2,2,105.0,14.4,0.001,93.9,160.7,247.2,303.0,1.382,1,0.95,234.75,98.595,5653.45,0.3166666666666667
519794,Ranipura B,Savli,22.50843,73.174065,482.0,1,2,0,100.0,12.6,0.001,93.6,160.2,246.4,301.5,1.648,1,0.948,234.0,93.6,456.936,0.948
519790,Khandi,Savli,22.499195,73.100319,1467.0,1,2,0,97.5,12.15,0.001,93.6,160.2,246.4,302.5,1.105,1,0.93,234.0,91.26,1364.3100000000002,0.93
519789,Jalampura,Savli,22.502329,73.105973,837.0,1,2,2,97.5,13.5,0.001,94.2,161.2,248.0,300.0,1.357,1,0.95,235.5,91.845,795.15,0.3166666666666667
519792,Raniya,Savli,22.495709,73.133102,3279.0,1,2,2,107.5,14.85,0.001,93.9,160.7,247.2,301.5,2.948,1,0.95,234.75,100.9425,3115.0499999999997,0.3166666666666667
519793,Mahapura,Savli,22.495327,73.160927,694.0,1,2,1,105.0,14.4,0.0,93.6,160.2,246.4,302.0,1.559,1,0.95,234.0,98.28,659.3,0.6333333333333334
519810,Anjesar,Savli,22.480895,73.17266,2334.0,1,2,1,90.0,11.7,0.001,93.9,160.7,247.2,300.0,0.322,1,0.896,234.75,84.51,2091.264,0.5973333333333334
519791,Poicha Raniya,Savli,22.475894,73.114821,2945.0,1,2,1,95.0,12.15,0.0,94.2,161.2,248.0,303.5,2.597,1,0.926,235.5,89.49,2727.07,0.6173333333333334
519811,Moksi,Savli,22.468066,73.147281,5706.0,1,2,2,97.5,13.05,0.001,94.5,161.7,248.8,300.5,0.31,1,0.95,236.25,92.1375,5420.7,0.3166666666666667
519786,Bahidhara Alias Natvarnagar,Savli,22.512292,73.159483,3711.0,1,2,0,100.0,14.4,0.001,93.6,160.2,246.4,301.0,2.929,1,0.95,234.0,93.6,3525.45,0.95
519788,Parthampura Khandi,Savli,22.511161,73.118198,898.0,1,2,2,92.5,12.15,0.001,94.2,161.2,248.0,300.5,0.84,1,0.915,235.5,87.135,821.6700000000001,0.30500000000000005
519824,Dodka,Vadodara Rural,22.455062,73.112726,3724.0,1,2,2,90.0,12.15,0.0,94.5,161.7,248.8,306.0,2.382,1,0.914,236.25,85.05,3403.7360000000003,0.3046666666666667
519827,Vasna Kotariya,Vadodara Rural,22.447266,73.154772,3974.0,1,2,2,97.5,13.05,0.001,93.9,160.7,247.2,297.5,0.691,1,0.949,234.75,91.5525,3771.326,0.31633333333333336
519747,Ankaliya,Savli,22.616419,73.377167,1067.0,1,2,1,97.5,13.05,0.001,94.2,161.2,248.0,301.0,1.111,1,0.95,235.5,91.845,1013.65,0.6333333333333334
519756,Lachhanpura,Savli,22.614795,73.22513,1201.0,0,2,0,87.5,11.25,0.001,94.5,161.7,248.8,302.0,1.113,1,0.883,236.25,82.6875,1060.483,0.883
519750,Mevli,Savli,22.614616,73.329978,3775.0,1,2,0,95.0,12.6,0.002,94.8,162.2,249.6,301.0,1.244,1,0.936,237.0,90.06,3533.4,0.936
519748,Dhantej,Savli,22.597216,73.356397,5470.0,1,2,1,95.0,12.6,0.001,95.5,163.3,251.2,310.6,0.272,1,0.947,238.75,90.725,5180.09,0.6313333333333334
519795,Namisara,Savli,22.515105,73.189227,2102.0,1,2,0,85.0,11.25,0.001,93.9,160.7,247.2,301.5,0.896,1,0.873,234.75,79.81500000000001,1835.046,0.873
519734,Latva,Desar,22.667525,73.366624,1635.0,0,2,0,87.5,11.25,0.001,95.2,162.8,250.4,302.0,0.061,1,0.886,238.0,83.3,1448.6100000000001,0.886
519724,Bhila,Desar,22.666808,73.359725,325.0,0,2,0,90.0,11.7,0.001,94.5,161.7,248.8,299.5,0.512,1,0.898,236.25,85.05,291.85,0.898
519730,Vansiya,Desar,22.664588,73.398534,1144.0,0,2,1,87.5,11.25,0.001,95.2,162.8,250.4,302.0,0.361,1,0.886,238.0,83.3,1013.5840000000001,0.5906666666666668
519722,Vaghanu Muvadu,Desar,22.657829,73.337583,361.0,0,3,0,90.0,11.25,0.002,94.8,162.2,249.6,304.5,2.02,1,0.893,237.0,85.32,322.373,0.893
519721,Gorsan,Desar,22.66062,73.317646,717.0,1,3,0,85.0,11.25,0.002,94.5,161.7,248.8,301.5,0.56,1,0.875,236.25,80.325,627.375,0.875
519720,Shihora,Desar,22.657088,73.2868,6021.0,1,3,0,90.0,11.7,0.003,94.8,162.2,249.6,297.5,1.574,1,0.897,237.0,85.32,5400.837,0.897
519733,Limdi,Desar,22.654626,73.385685,960.0,0,2,0,90.0,11.7,0.001,95.2,162.8,250.4,303.5,0.102,1,0.904,238.0,85.68,867.84,0.904
519731,Ghanta,Desar,22.65819,73.403154,163.0,1,2,0,87.5,10.8,0.001,95.2,162.8,250.4,302.0,0.087,1,0.876,238.0,83.3,142.788,0.876
519738,Nhara,Savli,22.646613,73.312436,2460.0,1,3,0,90.0,11.7,0.002,94.8,162.2,249.6,298.5,0.317,1,0.898,237.0,85.32,2209.08,0.898
519732,Andrakhiya,Desar,22.650172,73.392421,574.0,1,2,0,90.0,11.7,0.002,95.2,162.8,250.4,301.0,0.07,1,0.902,238.0,85.68,517.748,0.902
519737,Gutardi,Savli,22.642703,73.334373,1726.0,1,2,0,87.5,11.25,0.001,95.5,163.3,251.2,296.5,0.345,1,0.882,238.75,83.5625,1522.332,0.882
