village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,sc_st_population_share_pct,population_density_per_ha,drainage_quality_score,road_connectivity_score,healthcare_access_score,surface_water_exposure,flood_hazard_score_FROM_MODEL1,erosion_risk_score_FROM_MODEL2,cloudburst_exceedance_probability_FROM_MODEL3,landslide_susceptibility_score_FROM_MODEL4,exposure_score_TARGET,vulnerability_score_TARGET,composite_risk_score_TARGET,priority_category_TARGET
519924,Sevasi,Vadodara Rural,22.306627,73.117423,0.0,0.0,,,0,0,0,0,0.514,0.02,0.95,0.638,0.148,0.7,0.5,Medium (Mitigation)
519918,Kalali OG,Vadodara Rural,22.250808,73.16557,0.0,0.0,,,0,0,0,0,0.537,0.02,0.95,0.608,0.148,0.7,0.503,Medium (Mitigation)
519925,Bhayli,Vadodara Rural,22.281721,73.121784,0.0,0.0,,,0,0,0,0,0.49,0.02,0.95,0.629,0.148,0.7,0.494,Medium (Mitigation)
519926,Bil,Vadodara Rural,22.248134,73.140536,0.0,0.0,,,0,0,0,0,0.457,0.02,0.9,0.586,0.148,0.7,0.478,Medium (Mitigation)
519913,Karodiya OG,Vadodara Rural,22.349552,73.162735,0.0,0.0,,,0,0,0,0,0.736,0.02,0.388,0.286,0.148,0.7,0.467,Medium (Mitigation)
519912,Tarsali CT,Vadodara Rural,22.246946,73.229342,4929.0,1081.0,,,0,0,0,0,0.532,0.02,0.915,0.596,0.148,0.7,0.498,Medium (Mitigation)
520022,Jarod CT,Vaghodia,22.429672,73.332882,7200.0,1601.0,,,0,0,0,0,0.472,0.02,0.946,0.613,0.148,0.7,0.488,Medium (Mitigation)
520023,Vaghodia CT,Vaghodia,22.297497,73.39063,16604.0,3604.0,,,0,0,0,0,0.683,0.02,0.388,0.286,0.148,0.7,0.456,Medium (Mitigation)
802598,Vaghodia INA,Vaghodia,22.311117,73.38898,248.0,60.0,,,0,0,0,0,0.481,0.02,0.95,0.615,0.148,0.7,0.491,Medium (Mitigation)
519921,Dumad,Vadodara Rural,22.376152,73.201184,0.0,0.0,,,0,0,0,0,0.445,0.02,0.883,0.574,0.148,0.7,0.473,Medium (Mitigation)
519922,Vemali,Vadodara Rural,22.35407,73.209843,0.0,0.0,,,0,0,0,0,0.552,0.02,0.887,0.577,0.148,0.7,0.498,Medium (Mitigation)
519916,Sayajipura OG,Vadodara Rural,22.325296,73.25876,0.0,0.0,,,0,0,0,0,0.601,0.02,0.388,0.286,0.148,0.7,0.437,Medium (Mitigation)
519917,Bapod OG,Vadodara Rural,22.299225,73.259733,0.0,0.0,,,0,0,0,0,0.455,0.02,0.865,0.564,0.148,0.7,0.473,Medium (Mitigation)
519914,Harni OG,Vadodara Rural,22.344634,73.257466,0.0,0.0,,,0,0,0,0,0.35,0.02,0.937,0.607,0.148,0.7,0.46,Medium (Mitigation)
520943,Bamboj,Dabhoi,22.211975,73.457983,1331.0,289.0,33.66,1.915,0,2,0,1,0.502,0.98,0.917,0.59,0.62,0.435,0.601,Medium (Mitigation)
520945,Lunadra,Dabhoi,22.206681,73.479518,245.0,55.0,71.02,1.017,1,2,0,0,0.54,0.98,0.947,0.608,0.064,0.584,0.548,Medium (Mitigation)
520942,Naranpura,Dabhoi,22.204176,73.42546,180.0,41.0,6.67,1.714,0,2,0,1,0.524,0.98,0.947,0.615,0.607,0.327,0.576,Medium (Mitigation)
520946,Simaliya,Dabhoi,22.19153,73.482411,3180.0,669.0,61.01,3.245,0,3,1,1,0.444,0.98,0.917,0.577,0.703,0.244,0.547,Medium (Mitigation)
520947,Sunvalja,Dabhoi,22.193872,73.456124,492.0,100.0,12.8,1.907,0,2,0,0,0.477,0.98,0.95,0.61,0.119,0.351,0.475,Medium (Mitigation)
520941,Karalipura,Dabhoi,22.196452,73.417099,306.0,71.0,83.01,2.55,0,2,0,1,0.514,0.98,0.936,0.605,0.659,0.632,0.674,High (Relocation Priority)
520948,Dangiwada,Dabhoi,22.186472,73.434297,737.0,160.0,43.83,1.532,2,2,0,1,0.47,0.98,0.884,0.569,0.596,0.475,0.597,Medium (Mitigation)
520965,Gopalpura,Dabhoi,22.169907,73.49663,517.0,107.0,74.27,1.119,2,3,0,1,0.562,0.038,0.388,0.286,0.57,0.447,0.439,Medium (Mitigation)
520950,Vasaipura,Dabhoi,22.178906,73.405451,534.0,120.0,11.24,3.017,0,3,0,0,0.521,0.98,0.901,0.587,0.189,0.195,0.446,Medium (Mitigation)
520949,Pragpura,Dabhoi,22.180934,73.423394,425.0,93.0,75.29,1.66,1,2,1,1,0.499,0.98,0.893,0.58,0.604,0.451,0.599,Medium (Mitigation)
520964,Akotadar,Dabhoi,22.17537,73.463987,1395.0,266.0,92.9,2.306,2,2,0,0,0.534,0.98,0.88,0.574,0.144,0.672,0.58,Medium (Mitigation)
520963,Pansoli,Dabhoi,22.166243,73.452333,2213.0,425.0,72.39,2.878,2,3,0,1,0.55,0.98,0.89,0.584,0.68,0.44,0.623,Medium (Mitigation)
520962,Morpura,Dabhoi,22.16282,73.420509,492.0,95.0,48.37,6.15,0,2,0,1,0.502,0.98,0.879,0.562,0.884,0.493,0.666,High (Relocation Priority)
520966,Vadhvana,Dabhoi,22.150349,73.491283,1357.0,301.0,50.33,1.744,1,1,1,1,0.368,0.98,0.917,0.595,0.609,0.501,0.589,Medium (Mitigation)
520967,Samsherpura,Dabhoi,22.150824,73.481159,383.0,93.0,99.48,3.948,0,1,0,1,0.397,0.98,0.921,0.597,0.747,0.848,0.728,High (Relocation Priority)
520968,Kukad,Dabhoi,22.143096,73.46806,1501.0,278.0,57.63,2.514,0,2,0,1,0.365,0.98,0.918,0.579,0.657,0.531,0.606,Medium (Mitigation)
520969,Timbi,Dabhoi,22.15226,73.418344,1001.0,204.0,62.74,4.102,1,3,0,1,0.467,0.98,0.868,0.565,0.756,0.401,0.604,Medium (Mitigation)
520970,Tarsana,Dabhoi,22.143425,73.407585,1108.0,228.0,48.19,2.565,2,3,0,1,0.476,0.98,0.893,0.585,0.66,0.343,0.573,Medium (Mitigation)
520944,Amreshwar,Dabhoi,22.227089,73.472862,788.0,212.0,46.83,1.373,0,2,1,1,0.501,0.98,0.95,0.611,0.586,0.337,0.57,Medium (Mitigation)
519975,Madodhar,Vaghodia,22.324726,73.419003,4634.0,984.0,28.85,5.048,1,3,0,1,0.538,0.98,0.95,0.614,0.816,0.265,0.603,Medium (Mitigation)
519974,Sangadol,Vaghodia,22.317903,73.442354,2626.0,561.0,27.38,2.65,1,2,1,0,0.462,0.98,0.917,0.595,0.166,0.26,0.449,Medium (Mitigation)
519971,Chipat,Vaghodia,22.326852,73.514534,408.0,76.0,14.46,4.206,1,2,0,0,0.404,0.98,0.881,0.573,0.263,0.358,0.48,Medium (Mitigation)
520012,Kachhota,Vaghodia,22.265121,73.51416,263.0,70.0,34.6,0.892,1,2,0,1,0.471,0.98,0.95,0.641,0.556,0.438,0.59,Medium (Mitigation)
519988,Vedpur,Vaghodia,22.312013,73.529351,1603.0,343.0,18.4,1.929,1,2,1,1,0.414,0.98,0.878,0.534,0.621,0.224,0.51,Medium (Mitigation)
519986,Ghodadra,Vaghodia,22.305494,73.459221,1564.0,323.0,38.94,2.833,1,2,0,1,0.489,0.98,0.95,0.627,0.677,0.456,0.622,Medium (Mitigation)
519987,Asha,Vaghodia,22.308156,73.496906,336.0,87.0,47.62,1.455,1,2,0,1,0.454,0.98,0.898,0.564,0.591,0.49,0.597,Medium (Mitigation)
519989,Moti Manekpur,Vaghodia,22.298435,73.531655,806.0,158.0,23.95,1.288,1,2,0,1,0.486,0.98,0.883,0.569,0.58,0.396,0.573,Medium (Mitigation)
519993,Vasvel,Vaghodia,22.296555,73.472661,1880.0,436.0,50.11,2.321,1,2,1,0,0.444,0.98,0.917,0.595,0.145,0.35,0.468,Medium (Mitigation)
519992,Saidal,Vaghodia,22.286926,73.50285,1792.0,358.0,60.32,1.939,1,2,0,1,0.388,0.98,0.936,0.583,0.621,0.541,0.609,Medium (Mitigation)
519985,Timbi,Vaghodia,22.299284,73.418253,685.0,148.0,13.43,3.703,1,3,0,0,0.466,0.98,0.95,0.616,0.231,0.204,0.451,Medium (Mitigation)
519996,Dankheda,Vaghodia,22.286677,73.436341,794.0,161.0,50.76,3.452,1,3,0,1,0.535,0.98,0.94,0.609,0.716,0.353,0.607,Medium (Mitigation)
519990,Nani Manekpur,Vaghodia,22.288167,73.543629,207.0,46.0,44.44,3.632,1,2,0,1,0.528,0.98,0.95,0.638,0.727,0.478,0.648,Medium (Mitigation)
519997,Tavra,Vaghodia,22.286469,73.417679,1427.0,290.0,35.88,3.089,1,2,0,0,0.477,0.98,0.95,0.616,0.193,0.444,0.518,Medium (Mitigation)
519994,Chandpur,Vaghodia,22.285523,73.475938,378.0,85.0,61.9,1.109,1,2,0,1,0.358,0.98,0.95,0.631,0.569,0.548,0.599,Medium (Mitigation)
520013,Rustampura,Vaghodia,22.276456,73.536888,1460.0,288.0,60.07,6.822,1,2,1,1,0.516,0.98,0.95,0.627,0.926,0.39,0.658,High (Relocation Priority)
519995,Ambali,Vaghodia,22.278101,73.446408,934.0,206.0,35.01,2.42,1,3,0,1,0.503,0.98,0.95,0.614,0.651,0.29,0.569,Medium (Mitigation)
520010,Gugalpur,Vaghodia,22.267272,73.467115,448.0,105.0,50.89,1.085,1,3,1,1,0.389,0.98,0.947,0.618,0.568,0.204,0.501,Medium (Mitigation)
520009,Vejalpur,Vaghodia,22.27193,73.405579,1589.0,346.0,38.77,3.765,1,1,0,1,0.492,0.98,0.933,0.606,0.735,0.605,0.676,High (Relocation Priority)
520011,Khervadi,Vaghodia,22.262781,73.483262,1207.0,253.0,70.17,2.273,1,3,1,1,0.438,0.98,0.95,0.629,0.642,0.281,0.551,Medium (Mitigation)
520018,Vyara,Vaghodia,22.252538,73.422919,4994.0,1097.0,63.42,2.198,1,2,0,1,0.447,0.98,0.917,0.604,0.637,0.554,0.629,Medium (Mitigation)
520014,Ghoda,Vaghodia,22.264944,73.528892,554.0,116.0,3.97,2.541,1,2,0,1,0.549,0.98,0.95,0.661,0.659,0.316,0.593,Medium (Mitigation)
520015,Nurpuri,Vaghodia,22.255319,73.516521,356.0,86.0,4.21,1.29,1,3,0,1,0.518,0.98,0.95,0.619,0.581,0.167,0.522,Medium (Mitigation)
520016,Tarsva,Vaghodia,22.247893,73.482445,1537.0,276.0,57.64,1.392,1,3,0,1,0.508,0.98,0.95,0.618,0.587,0.381,0.585,Medium (Mitigation)
520017,Jambuwada,Vaghodia,22.235421,73.446638,1233.0,281.0,77.45,1.715,1,2,0,1,0.508,0.98,0.95,0.617,0.607,0.61,0.658,High (Relocation Priority)
520020,Antoli,Vaghodia,22.221961,73.417043,1292.0,303.0,56.73,2.239,1,2,0,1,0.484,0.98,0.899,0.584,0.64,0.527,0.627,Medium (Mitigation)
520021,Karamliya Pura,Vaghodia,22.217807,73.437697,1336.0,275.0,69.39,2.201,1,2,1,1,0.528,0.98,0.896,0.584,0.638,0.428,0.606,Medium (Mitigation)
519991,Koba,Vaghodia,22.284556,73.521797,0.0,0.0,,0.0,0,0,0,0,0.367,0.98,0.95,0.54,0.05,0.7,0.536,Medium (Mitigation)
519940,Adiran,Vaghodia,22.436866,73.411595,2423.0,518.0,12.34,3.139,1,1,0,1,0.542,0.98,0.913,0.594,0.696,0.499,0.645,Medium (Mitigation)
519955,Navgam,Vaghodia,22.407331,73.435575,1353.0,312.0,22.91,3.324,1,3,0,1,0.473,0.98,0.939,0.603,0.708,0.242,0.558,Medium (Mitigation)
519941,Karmasiya Kheda,Vaghodia,22.410759,73.412333,3574.0,728.0,22.19,1.212,1,2,1,1,0.489,0.98,0.912,0.593,0.576,0.239,0.531,Medium (Mitigation)
519956,Gutal,Vaghodia,22.373695,73.447886,3767.0,770.0,21.79,2.207,1,3,1,0,0.501,0.98,0.919,0.596,0.138,0.087,0.401,Medium (Mitigation)
519964,Juna Rampura,Vaghodia,22.3582,73.410424,1280.0,269.0,56.25,4.142,1,2,0,1,0.413,0.98,0.95,0.647,0.759,0.525,0.644,Medium (Mitigation)
519967,Dundelav,Vaghodia,22.347733,73.465353,599.0,117.0,40.73,2.674,1,2,0,0,0.513,0.98,0.947,0.613,0.167,0.463,0.526,Medium (Mitigation)
519973,Goraj,Vaghodia,22.332591,73.47929,5093.0,1073.0,42.67,3.564,1,2,1,1,0.535,0.98,0.95,0.617,0.723,0.321,0.601,Medium (Mitigation)
519965,Nava Rampura,Vaghodia,22.344775,73.408848,608.0,123.0,13.82,2.252,1,2,0,1,0.449,0.98,0.95,0.616,0.641,0.355,0.575,Medium (Mitigation)
519966,Vesaniya,Vaghodia,22.342325,73.438877,1007.0,224.0,4.77,2.358,1,3,0,1,0.355,0.98,0.95,0.625,0.647,0.169,0.5,Medium (Mitigation)
519968,Valva,Vaghodia,22.342418,73.503181,700.0,151.0,20.57,2.767,1,2,0,1,0.509,0.98,0.918,0.596,0.673,0.382,0.598,Medium (Mitigation)
519969,Hamirpuri,Vaghodia,22.339955,73.525062,127.0,32.0,64.57,1.74,1,2,0,1,0.407,0.98,0.936,0.605,0.609,0.558,0.618,Medium (Mitigation)
519970,Dharola,Vaghodia,22.334722,73.546397,283.0,60.0,27.56,0.493,1,2,0,0,0.266,0.98,0.917,0.463,0.05,0.41,0.417,Medium (Mitigation)
519972,Gambhirpura,Vaghodia,22.333731,73.521104,711.0,137.0,35.3,8.887,1,2,0,1,0.42,0.98,0.917,0.594,0.98,0.441,0.657,High (Relocation Priority)
519768,Wankaner,Savli,22.552458,73.177017,8770.0,1598.0,7.17,5.344,2,2,1,1,0.388,0.98,0.902,0.582,0.834,0.179,0.54,Medium (Mitigation)
519787,Bhadarva,Savli,22.510437,73.129922,5951.0,1253.0,7.14,11.02,2,2,1,0,0.494,0.98,0.95,0.646,0.689,0.179,0.544,Medium (Mitigation)
519794,Ranipura B,Savli,22.50843,73.174065,482.0,96.0,0.0,0.699,0,2,0,1,0.428,0.98,0.948,0.604,0.544,0.3,0.533,Medium (Mitigation)
519790,Khandi,Savli,22.499195,73.100319,1467.0,300.0,0.95,13.216,0,2,0,1,0.523,0.98,0.93,0.594,0.98,0.304,0.64,Medium (Mitigation)
519789,Jalampura,Savli,22.502329,73.105973,837.0,163.0,0.0,4.756,2,2,0,1,0.467,0.98,0.95,0.624,0.797,0.3,0.594,Medium (Mitigation)
519792,Raniya,Savli,22.495709,73.133102,3279.0,705.0,10.95,4.822,2,2,0,1,0.356,0.98,0.95,0.656,0.801,0.344,0.586,Medium (Mitigation)
519793,Mahapura,Savli,22.495327,73.160927,694.0,139.0,2.74,5.832,1,2,0,1,0.457,0.98,0.95,0.645,0.864,0.311,0.61,Medium (Mitigation)
519810,Anjesar,Savli,22.480895,73.17266,2334.0,438.0,14.4,4.387,1,2,0,1,0.542,0.98,0.896,0.583,0.774,0.358,0.615,Medium (Mitigation)
519791,Poicha Raniya,Savli,22.475894,73.114821,2945.0,590.0,20.92,3.83,1,2,1,1,0.376,0.98,0.926,0.594,0.739,0.234,0.538,Medium (Mitigation)
519811,Moksi,Savli,22.468066,73.147281,5706.0,1248.0,8.53,4.775,2,2,1,1,0.541,0.98,0.95,0.613,0.798,0.184,0.576,Medium (Mitigation)
519786,Bahidhara Alias Natvarnagar,Savli,22.512292,73.159483,3711.0,712.0,4.28,3.383,0,2,1,1,0.351,0.98,0.95,0.645,0.711,0.167,0.513,Medium (Mitigation)
519788,Parthampura Khandi,Savli,22.511161,73.118198,898.0,195.0,17.15,2.906,2,2,0,1,0.496,0.98,0.915,0.593,0.682,0.369,0.593,Medium (Mitigation)
519824,Dodka,Vadodara Rural,22.455062,73.112726,3724.0,716.0,5.91,4.836,2,2,1,1,0.402,0.98,0.914,0.595,0.802,0.174,0.537,Medium (Mitigation)
519827,Vasna Kotariya,Vadodara Rural,22.447266,73.154772,3974.0,796.0,5.23,7.964,2,2,1,1,0.529,0.98,0.949,0.612,0.98,0.171,0.605,Medium (Mitigation)
519747,Ankaliya,Savli,22.616419,73.377167,1067.0,240.0,21.37,2.409,1,2,0,1,0.474,0.98,0.95,0.613,0.651,0.385,0.591,Medium (Mitigation)
519756,Lachhanpura,Savli,22.614795,73.22513,1201.0,252.0,14.32,4.882,0,2,0,0,0.502,0.98,0.883,0.573,0.305,0.357,0.51,Medium (Mitigation)
519750,Mevli,Savli,22.614616,73.329978,3775.0,755.0,7.42,4.135,0,2,1,1,0.473,0.98,0.936,0.604,0.758,0.18,0.549,Medium (Mitigation)
519748,Dhantej,Savli,22.597216,73.356397,5470.0,1173.0,11.81,3.438,1,2,1,1,0.539,0.98,0.947,0.608,0.715,0.197,0.562,Medium (Mitigation)
519795,Namisara,Savli,22.515105,73.189227,2102.0,476.0,14.03,2.158,0,2,1,1,0.513,0.98,0.873,0.573,0.635,0.206,0.532,Medium (Mitigation)
519734,Latva,Desar,22.667525,73.366624,1635.0,348.0,3.55,5.125,0,2,0,0,0.576,0.98,0.886,0.573,0.32,0.314,0.517,Medium (Mitigation)
519724,Bhila,Desar,22.666808,73.359725,325.0,80.0,0.0,2.642,0,2,0,0,0.522,0.98,0.898,0.582,0.165,0.3,0.472,Medium (Mitigation)
519730,Vansiya,Desar,22.664588,73.398534,1144.0,256.0,4.11,4.417,1,2,0,0,0.552,0.98,0.886,0.573,0.276,0.316,0.504,Medium (Mitigation)
519722,Vaghanu Muvadu,Desar,22.657829,73.337583,361.0,84.0,1.66,1.823,0,3,0,0,0.412,0.98,0.893,0.574,0.114,0.157,0.393,Low (Monitoring)
519721,Gorsan,Desar,22.66062,73.317646,717.0,136.0,0.0,3.515,0,3,0,1,0.545,0.98,0.875,0.573,0.72,0.15,0.54,Medium (Mitigation)
519720,Shihora,Desar,22.657088,73.2868,6021.0,1208.0,7.64,4.848,0,3,0,1,0.459,0.98,0.897,0.581,0.803,0.181,0.549,Medium (Mitigation)
519733,Limdi,Desar,22.654626,73.385685,960.0,188.0,14.69,2.682,0,2,0,0,0.552,0.98,0.904,0.584,0.168,0.359,0.498,Medium (Mitigation)
519731,Ghanta,Desar,22.65819,73.403154,163.0,32.0,0.0,0.639,0,2,0,1,0.555,0.98,0.876,0.562,0.54,0.3,0.551,Medium (Mitigation)
519738,Nhara,Savli,22.646613,73.312436,2460.0,477.0,0.24,6.631,0,3,1,1,0.554,0.98,0.898,0.582,0.914,0.05,0.554,Medium (Mitigation)
519732,Andrakhiya,Desar,22.650172,73.392421,574.0,99.0,23.52,3.053,0,2,0,1,0.555,0.98,0.902,0.583,0.691,0.394,0.613,Medium (Mitigation)
519737,Gutardi,Savli,22.642703,73.334373,1726.0,345.0,10.43,3.332,0,2,0,1,0.549,0.98,0.882,0.57,0.708,0.342,0.597,Medium (Mitigation)
519736,Sandhasal,Desar,22.644957,73.351477,4248.0,900.0,12.29,5.323,1,2,1,1,0.492,0.98,0.921,0.593,0.833,0.199,0.572,Medium (Mitigation)
519735,Vav,Desar,22.641302,73.3653,1145.0,249.0,0.0,4.811,0,2,0,0,0.462,0.98,0.949,0.616,0.301,0.3,0.493,Medium (Mitigation)
519740,Ajabpura,Savli,22.641095,73.26504,2222.0,459.0,0.0,2.92,0,3,1,1,0.5,0.98,0.907,0.592,0.682,0.05,0.497,Medium (Mitigation)
519741,Amarapura,Savli,22.630837,73.247017,2071.0,454.0,3.43,3.711,0,3,0,1,0.559,0.98,0.887,0.574,0.732,0.164,0.551,Medium (Mitigation)
519745,Zumkha,Savli,22.628964,73.320551,1164.0,220.0,24.57,4.583,0,2,0,1,0.469,0.98,0.937,0.603,0.786,0.398,0.619,Medium (Mitigation)
519746,Dipapura,Savli,22.627892,73.344346,1022.0,216.0,22.02,3.395,0,2,0,1,0.5,0.98,0.909,0.58,0.712,0.388,0.604,Medium (Mitigation)
519751,Vitoj,Savli,22.612199,73.311078,1667.0,320.0,3.0,3.922,1,2,0,1,0.542,0.98,0.927,0.597,0.745,0.312,0.6,Medium (Mitigation)
519742,Kalupura,Savli,22.620001,73.252806,91.0,22.0,38.46,0.835,0,3,0,1,0.483,0.98,0.903,0.52,0.552,0.304,0.538,Medium (Mitigation)
519749,Narpura,Savli,22.612873,73.347288,624.0,134.0,19.87,9.455,0,2,0,1,0.467,0.98,0.95,0.637,0.98,0.379,0.656,High (Relocation Priority)
519752,Samantpura,Savli,22.610941,73.290607,30.0,9.0,0.0,0.233,0,2,0,0,0.514,0.98,0.938,0.612,0.05,0.3,0.453,Medium (Mitigation)
519757,Rupankui,Savli,22.603019,73.212801,1963.0,428.0,0.66,3.367,0,2,0,0,0.443,0.98,0.89,0.573,0.21,0.303,0.463,Medium (Mitigation)
519755,Rasawadi,Savli,22.606542,73.250407,1152.0,243.0,3.73,7.067,0,3,1,0,0.415,0.98,0.908,0.582,0.442,0.05,0.429,Medium (Mitigation)
519753,Gangadiyapura,Savli,22.602837,73.281439,416.0,100.0,7.21,4.522,0,2,0,0,0.506,0.98,0.898,0.582,0.283,0.329,0.501,Medium (Mitigation)
519760,Dungrapura,Savli,22.599649,73.324299,358.0,95.0,0.0,0.307,1,2,0,1,0.526,0.98,0.922,0.593,0.519,0.3,0.547,Medium (Mitigation)
519758,Kanoda,Savli,22.596876,73.199142,4854.0,1074.0,2.35,8.398,0,2,1,1,0.516,0.98,0.878,0.571,0.98,0.159,0.588,Medium (Mitigation)
519759,Rasulpur,Savli,22.594845,73.232122,1466.0,306.0,15.69,3.674,1,3,0,1,0.426,0.98,0.874,0.563,0.73,0.213,0.533,Medium (Mitigation)
519763,Vasanpura,Savli,22.584223,73.309628,920.0,220.0,6.96,1.013,0,2,1,0,0.379,0.98,0.918,0.591,0.063,0.178,0.385,Low (Monitoring)
519766,Poicha Kanoda,Savli,22.583638,73.180915,5020.0,1046.0,1.25,4.731,0,3,0,1,0.453,0.98,0.881,0.573,0.796,0.155,0.537,Medium (Mitigation)
519764,Muval,Savli,22.578348,73.26441,1873.0,425.0,46.93,1.024,2,2,1,1,0.752,0.035,0.388,0.286,0.564,0.338,0.447,Medium (Mitigation)
519761,Tulsipura,Savli,22.567101,73.363504,1344.0,278.0,37.5,1.287,0,2,0,1,0.401,0.98,0.934,0.603,0.58,0.45,0.578,Medium (Mitigation)
519762,Kamalpura,Savli,22.574665,73.339106,607.0,122.0,53.54,0.987,0,2,0,1,0.402,0.98,0.898,0.583,0.562,0.514,0.589,Medium (Mitigation)
519767,Mevaliapura,Savli,22.571804,73.181615,1130.0,205.0,0.44,10.367,0,2,0,1,0.405,0.98,0.917,0.593,0.98,0.302,0.612,Medium (Mitigation)
519765,Sardarpura,Savli,22.567424,73.196341,526.0,118.0,2.28,5.717,0,2,0,1,0.345,0.98,0.935,0.605,0.857,0.309,0.579,Medium (Mitigation)
519771,Moti Bhadol,Savli,22.548218,73.316037,1557.0,346.0,16.18,1.719,0,3,0,1,0.452,0.98,0.896,0.582,0.607,0.215,0.519,Medium (Mitigation)
519770,Charanpura,Savli,22.561883,73.301134,930.0,195.0,4.52,2.209,0,2,0,0,0.311,0.98,0.934,0.604,0.138,0.318,0.43,Medium (Mitigation)
519769,Javla,Savli,22.552921,73.254503,781.0,176.0,26.76,0.885,1,3,0,0,0.422,0.98,0.939,0.614,0.055,0.257,0.421,Medium (Mitigation)
519772,Vadiya K,Savli,22.55089,73.339853,1396.0,317.0,17.48,2.441,0,3,1,1,0.467,0.98,0.917,0.592,0.653,0.07,0.491,Medium (Mitigation)
519784,Gothada,Savli,22.535905,73.224501,9347.0,1902.0,7.57,3.821,0,3,1,1,0.49,0.98,0.864,0.561,0.739,0.05,0.5,Medium (Mitigation)
519782,Sherpura,Savli,22.546389,73.290402,1461.0,315.0,14.58,1.442,0,3,0,0,0.359,0.98,0.937,0.605,0.09,0.208,0.398,Low (Monitoring)
519773,Mal Ankaliya,Savli,22.546901,73.358528,1007.0,228.0,13.11,2.018,0,3,0,0,0.391,0.98,0.865,0.561,0.126,0.202,0.4,Low (Monitoring)
519774,Kambola,Savli,22.539939,73.389336,985.0,227.0,35.84,1.561,2,3,0,1,0.351,0.98,0.855,0.551,0.598,0.293,0.511,Medium (Mitigation)
519779,Ranipura Samlaya,Savli,22.52818,73.342841,2038.0,451.0,2.06,19.98,1,3,0,0,0.48,0.98,0.916,0.592,0.98,0.158,0.585,Medium (Mitigation)
519780,Nani Bhadol,Savli,22.522203,73.317746,1465.0,345.0,28.33,1.54,0,2,1,1,0.5,0.98,0.892,0.582,0.596,0.263,0.541,Medium (Mitigation)
519783,Karachiya,Savli,22.526843,73.263858,1387.0,287.0,5.98,2.114,0,3,1,1,0.526,0.98,0.898,0.593,0.632,0.05,0.492,Medium (Mitigation)
519781,Samlaya,Savli,22.523995,73.290581,2232.0,469.0,14.52,1.876,2,2,1,1,0.507,0.98,0.917,0.592,0.617,0.208,0.534,Medium (Mitigation)
519785,Ranchhodpura,Savli,22.532442,73.183961,1569.0,289.0,0.0,12.552,0,2,0,1,0.448,0.98,0.942,0.604,0.98,0.3,0.624,Medium (Mitigation)
519777,Mudhela,Savli,22.50827,73.397671,734.0,159.0,21.12,1.173,1,2,0,1,0.491,0.98,0.933,0.605,0.573,0.384,0.577,Medium (Mitigation)
519778,Ghantiyal,Savli,22.517542,73.377275,1385.0,311.0,13.43,2.037,1,2,0,1,0.509,0.98,0.937,0.604,0.627,0.354,0.583,Medium (Mitigation)
519796,Bautha,Savli,22.511578,73.213664,1541.0,321.0,14.41,3.74,1,2,1,1,0.531,0.98,0.881,0.573,0.734,0.208,0.558,Medium (Mitigation)
519798,Pasva,Savli,22.501273,73.255812,1155.0,235.0,28.4,1.477,0,2,0,1,0.529,0.98,0.881,0.574,0.592,0.414,0.591,Medium (Mitigation)
519799,Mota Motipura,Savli,22.504195,73.273909,312.0,77.0,33.01,0.689,1,3,0,0,0.511,0.98,0.889,0.583,0.05,0.282,0.44,Medium (Mitigation)
519802,Lotna,Savli,22.504372,73.36037,1669.0,335.0,43.14,3.149,2,2,0,1,0.477,0.98,0.933,0.602,0.697,0.473,0.625,Medium (Mitigation)
519801,Gangadiya,Savli,22.505454,73.33713,2265.0,484.0,37.88,1.608,0,2,1,1,0.349,0.98,0.95,0.614,0.6,0.302,0.528,Medium (Mitigation)
519800,Pratapnagar,Savli,22.499167,73.293923,1488.0,297.0,44.89,2.248,1,3,1,0,0.458,0.98,0.912,0.594,0.14,0.18,0.419,Medium (Mitigation)
519805,Vadadala,Savli,22.486995,73.319058,966.0,190.0,7.87,1.728,1,3,0,1,0.513,0.98,0.885,0.571,0.608,0.181,0.521,Medium (Mitigation)
519797,Lasundra,Savli,22.501698,73.232756,1261.0,259.0,27.84,2.537,1,2,1,1,0.53,0.98,0.886,0.573,0.659,0.261,0.559,Medium (Mitigation)
519803,Sadra,Savli,22.501871,73.377151,649.0,137.0,1.23,2.135,1,2,0,1,0.52,0.98,0.95,0.625,0.633,0.305,0.575,Medium (Mitigation)
519809,Tundav,Savli,22.482954,73.20198,6102.0,1116.0,14.31,4.264,0,3,1,1,0.509,0.98,0.869,0.567,0.766,0.057,0.512,Medium (Mitigation)
519804,Adalwada,Savli,22.483591,73.353783,672.0,141.0,26.64,1.163,1,2,1,0,0.492,0.98,0.881,0.572,0.073,0.257,0.431,Medium (Mitigation)
519807,Subhelav,Savli,22.48513,73.244201,590.0,137.0,33.9,1.329,1,1,0,1,0.502,0.98,0.875,0.573,0.583,0.586,0.634,Medium (Mitigation)
519808,Paldi,Savli,22.480526,73.22466,749.0,151.0,22.3,2.291,0,2,0,0,0.479,0.98,0.898,0.592,0.143,0.389,0.485,Medium (Mitigation)
519822,Dhanora,Savli,22.46833,73.335342,1254.0,255.0,26.87,4.463,1,2,0,0,0.507,0.98,0.872,0.583,0.279,0.407,0.521,Medium (Mitigation)
